score_bin,count,score_min,score_max,score_mean,confidence_median,original_ood_median,final_ood_median,panelness_anchor_max_median,panelness_nn1_median,dup_positive,score_col,ratio
0.30-0.35,6,0.3052503052503055,0.3459503459503464,0.32560032560032576,0.8694616854190826,0.32560032560032603,0.21583088566983127,0.3799414348462665,0.3480966325036603,0,ood_score_original,0.004392386530014641
0.35-0.40,6,0.3540903540903541,0.394790394790395,0.3744403744403748,0.7704845070838928,0.3744403744403746,0.33272998353525435,0.10102489019033675,0.043923865300146414,0,ood_score_original,0.004392386530014641
0.40-0.45,6,0.4029304029304028,0.4436304436304437,0.42328042328042365,0.795309990644455,0.4232804232804238,0.2854015866460965,0.3620058565153733,0.15739385065885797,0,ood_score_original,0.004392386530014641
0.45-0.50,6,0.4517704517704526,0.4924704924704935,0.47212047212047265,0.7453330159187317,0.47212047212047237,0.34776635435493464,0.31991215226939973,0.2529282576866764,1,ood_score_original,0.004392386530014641
0.50-0.55,7,0.5006105006105012,0.5494505494505498,0.5250305250305255,0.9710662961006165,0.5250305250305255,0.3434222358087661,0.38433382137628114,0.22767203513909223,1,ood_score_original,0.005124450951683748
0.55-0.60,6,0.5575905575905588,0.5982905982905984,0.5779405779405785,0.875603199005127,0.5779405779405785,0.2973051567487882,0.5384333821376281,0.42917276720351394,0,ood_score_original,0.004392386530014641
0.60-0.65,6,0.6064306064306073,0.6471306471306482,0.6267806267806276,0.7920971214771271,0.6267806267806277,0.3319167275975479,0.5193997071742313,0.6414714494875549,1,ood_score_original,0.004392386530014641
0.65-0.70,6,0.6552706552706559,0.6959706959706968,0.6756206756206763,0.7374021410942078,0.6756206756206764,0.4977317027097413,0.2935578330893119,0.07503660322108346,0,ood_score_original,0.004392386530014641
0.70-0.75,6,0.7041107041107045,0.7448107448107454,0.7244607244607252,0.9264096617698669,0.724460724460725,0.38242920248776796,0.4743777452415813,0.12994143484626647,0,ood_score_original,0.004392386530014641
0.75-0.80,6,0.7529507529507543,0.793650793650794,0.7733007733007741,0.9438140392303467,0.7733007733007742,0.5881787536253136,0.253294289897511,0.4251464128843338,0,ood_score_original,0.004392386530014641
0.80-0.85,6,0.801790801790803,0.8424908424908438,0.8221408221408232,0.7187091112136841,0.8221408221408233,0.1,0.876281112737921,0.3726207906295754,0,ood_score_original,0.004392386530014641
0.85-0.90,7,0.8506308506308515,0.8994708994709001,0.875050875050876,0.818198025226593,0.8750508750508759,0.6965084966549102,0.20131771595900438,0.06442166910688141,0,ood_score_original,0.005124450951683748
0.90-0.95,6,0.907610907610909,0.94831094831095,0.9279609279609291,0.6087610721588135,0.9279609279609289,0.09802068491673178,0.9904831625183017,0.23389458272327965,0,ood_score_original,0.004392386530014641
0.95-1.00,20,0.9564509564509576,1.0,0.9930402930402934,0.819014847278595,1.0,0.1,0.9267935578330893,0.4747437774524158,1,ood_score_original,0.014641288433382138
0.00-0.05,1244,0.0,0.048771818171525184,0.00026479561865814047,0.9975311756134033,0.0,0.0,0.5091508052708638,0.5135431918008785,147,ood_score_v3_max,0.9106881405563689
0.05-0.10,36,0.050317287506159984,0.1,0.08728845596016578,0.7660464644432068,0.8262108262108272,0.09523519022054905,0.9871888726207907,0.5636896046852122,4,ood_score_v3_max,0.02635431918008785
0.10-0.15,11,0.10317698677874337,0.14362108798419218,0.1214542466372627,0.9273931980133056,0.1831501831501828,0.12172917370574741,0.3726207906295754,0.595900439238653,2,ood_score_v3_max,0.008052708638360176
0.15-0.20,11,0.15469590872226316,0.19976598966350068,0.17497276867701472,0.904918909072876,0.3133903133903132,0.17149286915026288,0.5226939970717424,0.35395314787701315,1,ood_score_v3_max,0.008052708638360176
0.20-0.25,5,0.20048613606446722,0.2415517620495662,0.22525827840615587,0.6617575883865356,0.6064306064306073,0.22969750275753273,0.7152269399707174,0.12005856515373353,0,ood_score_v3_max,0.0036603221083455345
0.25-0.30,7,0.2656979699439433,0.2946095984163337,0.2810855392951191,0.8142458200454712,0.3459503459503464,0.2803058879193583,0.23718887262079064,0.18887262079062958,1,ood_score_v3_max,0.005124450951683748
0.30-0.35,7,0.3096090233718349,0.3490555862444596,0.33224662266703703,0.9710662961006165,0.4680504680504679,0.3358656147821593,0.3162518301610542,0.2020497803806735,0,ood_score_v3_max,0.005124450951683748
0.35-0.40,9,0.35317594395193264,0.3988589091078112,0.3793892001147578,0.5318058729171753,0.4517704517704526,0.38192340168914124,0.13543191800878476,0.11456808199121522,0,ood_score_v3_max,0.006588579795021962
0.40-0.45,2,0.40354686255125494,0.41129089445341305,0.407418878502334,0.3944472372531891,0.5616605616605619,0.407418878502334,0.3034407027818448,0.3427891654465593,0,ood_score_v3_max,0.0014641288433382138
0.45-0.50,4,0.454917107186507,0.4976890957857284,0.4776523629561699,0.9204169511795044,0.6471306471306476,0.47900162442622213,0.32210834553440704,0.22108345534407028,0,ood_score_v3_max,0.0029282576866764276
0.50-0.55,5,0.502409823786105,0.5405462982329756,0.5200161965901356,0.9126322269439696,0.7529507529507543,0.5255099274132952,0.33382137628111275,0.19546120058565153,0,ood_score_v3_max,0.0036603221083455345
0.55-0.60,1,0.5853631212342786,0.5853631212342786,0.5853631212342786,0.0769751071929931,0.980870980870982,0.5853631212342786,0.4480234260614934,0.791727672035139,0,ood_score_v3_max,0.0007320644216691069
0.60-0.65,5,0.612097327324268,0.6496227052596016,0.6268415278664187,0.9224366545677184,0.6552706552706559,0.6175194308430036,0.03733528550512445,0.18960468521229867,0,ood_score_v3_max,0.0036603221083455345
0.65-0.70,7,0.6648584049755359,0.6965084966549102,0.6744453885219421,0.7955106496810913,0.7285307285307288,0.6699807702735968,0.08565153733528551,0.12152269399707175,0,ood_score_v3_max,0.005124450951683748
0.70-0.75,3,0.7029224774466364,0.7227478069352161,0.7144611078237245,0.96775883436203,0.7855107855107863,0.7177130390893209,0.095900439238653,0.13103953147877012,0,ood_score_v3_max,0.0021961932650073207
0.75-0.80,1,0.7732387995931199,0.7732387995931199,0.7732387995931199,0.9254149794578552,0.8669108669108682,0.7732387995931199,0.12005856515373353,0.027818448023426062,0,ood_score_v3_max,0.0007320644216691069
0.80-0.85,2,0.8097016859827997,0.846800696727491,0.8282511913551454,0.6826670467853546,0.8831908831908841,0.8282511913551454,0.06881405563689605,0.4734626647144949,0,ood_score_v3_max,0.0014641288433382138
0.85-0.90,1,0.8543923865300147,0.8543923865300147,0.8543923865300147,0.2792181372642517,1.0,0.8543923865300147,0.1617862371888726,0.024158125915080528,0,ood_score_v3_max,0.0007320644216691069
0.90-0.95,1,0.9192712011160046,0.9192712011160046,0.9192712011160046,0.5788744688034058,0.9564509564509576,0.9192712011160046,0.04319180087847731,0.032210834553440704,0,ood_score_v3_max,0.0007320644216691069
0.95-1.00,4,0.9578330893118594,0.9980234260614934,0.9825402635431918,0.9797906875610352,1.0,0.9871522693997072,0.014275256222547585,0.00951683748169839,0,ood_score_v3_max,0.0029282576866764276
0.00-0.05,1147,0.0,0.049724652858431,0.007266196357990088,0.9980915784835817,0.0,0.0,0.5095168374816984,0.48316251830161056,126,mislabel_score_v2_add,0.8396778916544656
0.05-0.10,73,0.0502123037474183,0.0981823008904757,0.07100268544542816,0.936900794506073,0.0,0.0,0.45095168374816985,0.5219619326500732,8,mislabel_score_v2_add,0.053440702781844804
0.10-0.15,33,0.1006219146428787,0.1497868809072886,0.12470314124980077,0.7805017232894897,0.0,0.0,0.3374816983894583,0.7027818448023426,7,mislabel_score_v2_add,0.024158125915080528
0.15-0.20,22,0.1515395894801121,0.1996454544847682,0.17882829143525542,0.7524940967559814,0.0,0.0,0.3857979502196194,0.4591874084919473,2,mislabel_score_v2_add,0.016105417276720352
0.20-0.25,10,0.2026435164119746,0.2464847463341613,0.22097117635688668,0.37469637393951416,0.0,0.0,0.441800878477306,0.722181551976574,3,mislabel_score_v2_add,0.007320644216691069
0.25-0.30,10,0.2516191800583853,0.2961159335920662,0.27586545107791427,0.4222084879875183,0.0,0.0,0.4882869692532943,0.6978404099560761,2,mislabel_score_v2_add,0.007320644216691069
0.30-0.35,6,0.3097704310315521,0.3459021277938854,0.33256208853519775,0.5163257420063019,0.0,0.0,0.6244509516837482,0.7417642752562226,0,mislabel_score_v2_add,0.004392386530014641
0.35-0.40,8,0.3531154230038668,0.3996200088670207,0.3808571761414373,0.30149257183074946,0.1017501017501016,0.06884191401028848,0.44216691068814057,0.738103953147877,2,mislabel_score_v2_add,0.005856515373352855
0.40-0.45,2,0.4034327485795853,0.4095832407756028,0.406507994677594,0.4241053462028503,0.0,0.0,0.6453147877013177,0.7027818448023426,0,mislabel_score_v2_add,0.0014641288433382138
0.45-0.50,2,0.461369386338099,0.4791074476907618,0.47023841701443037,0.18108046054840085,0.0,0.0,0.6449487554904831,0.453696925329429,0,mislabel_score_v2_add,0.0014641288433382138
0.50-0.55,1,0.5499162270523426,0.5499162270523426,0.5499162270523426,0.2380528450012207,0.0,0.0,0.6259150805270863,0.8810395314787701,0,mislabel_score_v2_add,0.0007320644216691069
0.55-0.60,1,0.5800024343975394,0.5800024343975394,0.5800024343975394,0.2110668420791626,0.0,0.0,0.7459736456808199,0.2891654465592972,0,mislabel_score_v2_add,0.0007320644216691069
0.60-0.65,2,0.6026993051946044,0.6080258057363253,0.6053625554654648,0.40588054060935974,0.0,0.0,0.8627379209370425,0.6919838945827232,0,mislabel_score_v2_add,0.0014641288433382138
0.65-0.70,3,0.6589632063253871,0.6663670276918856,0.6633091561415937,0.4291419982910156,0.0,0.0,0.3411420204978038,0.7338945827232797,1,mislabel_score_v2_add,0.0021961932650073207
0.70-0.75,4,0.7186599300904658,0.7450850529798203,0.7338003340817181,0.641198456287384,0.0,0.0,0.6328696925329429,0.6965592972181551,0,mislabel_score_v2_add,0.0029282576866764276
0.75-0.80,0,,,,,,,,,0,mislabel_score_v2_add,0.0
0.80-0.85,6,0.8052117760368651,0.8431368042860263,0.8285639813514024,0.7916126847267151,0.0,0.0,0.33199121522694,0.2635431918008785,0,mislabel_score_v2_add,0.004392386530014641
0.85-0.90,6,0.8761252182367625,0.8996263283849204,0.8867077417062683,0.8367285430431366,0.0,0.0,0.2829428989751098,0.5056734992679356,0,mislabel_score_v2_add,0.004392386530014641
0.90-0.95,11,0.9016124633264304,0.9459498130158271,0.9236441660973927,0.9094659090042114,0.0,0.0,0.3440702781844802,0.45168374816983897,2,mislabel_score_v2_add,0.008052708638360176
0.95-1.00,19,0.951997305665426,0.99996953049243,0.9779564806020645,0.99275004863739,0.0,0.0,0.5073206442166911,0.4128843338213763,2,mislabel_score_v2_add,0.013909224011713031
