id,path,label,baseline_split,fold,oof_dusty_prob,oof_pred,mislabel_score_oof,dup_score,mislabel_score_v2_add,mislabel_rank_oof_global,rank_in_fold,is_candidate_top50,is_candidate_top100,active_candidate_set,sample_weight_before_removal,removed_from_train
train_00061,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00061.jpg,1,train,1,0.00016087958647403866,0,0.999839120413526,0.0,7.351359583100171e-05,13,1,True,True,True,1.0,True
train_01033,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01033.jpg,1,train,1,0.00022637416259385645,0,0.9997736258374061,0.0,0.001355767935457,17,2,True,True,True,1.0,True
train_00424,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00424.jpg,1,train,1,0.00033407501177862287,0,0.9996659249882214,0.0,0.0916204965228699,21,3,True,True,True,1.0,True
train_00194,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00194.jpg,1,train,1,0.0006498229340650141,0,0.999350177065935,0.5625,0.1068691555999244,26,4,True,True,True,0.71875,True
train_00029,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00029.jpg,1,train,1,0.0010218651732429862,0,0.998978134826757,0.0,0.1928870923195978,29,5,True,True,True,1.0,True
train_00356,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00356.jpg,1,train,1,0.001113982405513525,0,0.9988860175944865,0.0,0.0536368047291265,30,6,True,True,True,1.0,True
train_01025,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01025.jpg,0,train,1,0.9986125230789185,1,0.9986125230789185,0.0,0.0900997440517153,33,7,True,True,True,1.0,True
train_00481,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00481.jpg,1,train,1,0.0023875648621469736,0,0.997612435137853,0.0,0.0017154425249047,43,8,True,True,True,1.0,True
train_01195,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01195.jpg,0,train,1,0.9962338805198669,1,0.9962338805198669,0.0,9.97270394689434e-07,51,9,True,True,True,1.0,True
train_00876,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00876.jpg,0,train,1,0.9961490631103516,1,0.9961490631103516,0.0,8.574546474572374e-05,52,10,True,True,True,1.0,True
train_00199,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00199.jpg,1,val,2,6.524034688482061e-06,0,0.9999934759653115,0.0,0.9040937197179232,4,1,True,True,True,1.0,False
train_00353,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00353.jpg,1,train,2,1.938809327839408e-05,0,0.9999806119067216,0.0,0.002969372513487,6,2,True,True,True,1.0,True
train_00395,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00395.jpg,1,train,2,4.2031413613585755e-05,0,0.9999579685863864,0.0,0.1351671154474843,8,3,True,True,True,1.0,True
train_00394,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00394.jpg,0,train,2,0.9999104738235474,1,0.9999104738235474,0.0,6.983277283921097e-05,9,4,True,True,True,1.0,True
train_00417,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00417.jpg,1,train,2,0.00010807428043335676,0,0.9998919257195666,0.0,0.0273073948431719,10,5,True,True,True,1.0,True
train_00549,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00549.jpg,1,val,2,0.00020549949840642512,0,0.9997945005015936,0.0,0.0818002953051039,15,6,True,True,True,1.0,False
train_01177,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01177.jpg,1,train,2,0.00022001104662194848,0,0.999779988953378,0.25,0.0541114943095655,16,7,True,True,True,0.875,True
train_00484,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00484.jpg,1,train,2,0.00026713087572716177,0,0.9997328691242728,0.0,0.0023636358259806,19,8,True,True,True,1.0,True
train_00244,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00244.jpg,1,train,2,0.0006429192144423723,0,0.9993570807855576,0.25,0.0599031934183343,24,9,True,True,True,0.875,True
train_00919,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00919.jpg,1,train,2,0.0012563524069264531,0,0.9987436475930735,0.0,0.0551408177438029,31,10,True,True,True,1.0,True
train_01097,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01097.jpg,1,train,3,0.024335771799087524,0,0.9756642282009125,0.0,0.0105092778892212,99,1,True,True,True,1.0,True
train_01082,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01082.jpg,1,train,3,0.024362482130527496,0,0.9756375178694725,0.0,0.0024090706804191,100,2,True,True,True,1.0,True
train_00286,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00286.jpg,1,train,3,0.02660508267581463,0,0.9733949173241854,0.0,0.0015699488901381,103,3,True,True,True,1.0,True
train_01360,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01360.jpg,1,train,3,0.03485385701060295,0,0.965146142989397,0.0,0.015804804504072,107,4,True,True,True,1.0,True
train_01186,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01186.jpg,1,val,3,0.04107942804694176,0,0.9589205719530582,0.0,0.9265049882240234,118,5,True,True,True,1.0,False
train_00968,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00968.jpg,1,train,3,0.0434827096760273,0,0.9565172903239727,0.0,0.0010860473812095,122,6,True,True,True,1.0,True
train_00947,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00947.jpg,1,train,3,0.0680411159992218,0,0.9319588840007782,0.0,0.0839542436872643,146,7,True,True,True,1.0,True
train_01013,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01013.jpg,1,train,3,0.06915324181318283,0,0.9308467581868172,0.0,0.0067880071885255,147,8,True,True,True,1.0,True
train_00322,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00322.jpg,1,train,3,0.0797257050871849,0,0.9202742949128151,0.0,0.0019792859132344,156,9,True,True,True,1.0,True
train_00058,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00058.jpg,1,train,3,0.09357994049787521,0,0.9064200595021248,0.0,0.0055500020056067,166,10,True,True,True,1.0,True
train_00246,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00246.jpg,0,train,4,0.9997459053993225,1,0.9997459053993225,0.0,0.0802219232338989,18,1,True,True,True,1.0,True
train_00800,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00800.jpg,0,train,4,0.9983808994293213,1,0.9983808994293213,0.0,0.1803844859470381,36,2,True,True,True,1.0,True
train_01216,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01216.jpg,1,val,4,0.0023169773630797863,0,0.9976830226369202,0.0,0.6589632063253871,41,3,True,True,True,1.0,False
train_00261,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00261.jpg,1,val,4,0.0034244151320308447,0,0.9965755848679692,0.5625,0.99996953049243,48,4,True,True,True,0.71875,False
train_00553,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00553.jpg,1,train,4,0.004619333427399397,0,0.9953806665726006,0.0,0.0107514154461114,56,5,True,True,True,1.0,True
train_00519,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00519.jpg,1,train,4,0.005269947927445173,0,0.9947300520725548,0.0,0.0013847784668225,59,6,True,True,True,1.0,True
train_00235,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00235.jpg,1,val,4,0.0057766796089708805,0,0.9942233203910291,0.0,0.9989292217634588,62,7,True,True,True,1.0,False
train_00675,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00675.jpg,1,train,4,0.0079750781878829,0,0.9920249218121171,0.0,0.0004184998482549,72,8,True,True,True,1.0,True
train_00023,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00023.jpg,0,val,4,0.990474283695221,1,0.990474283695221,0.0,0.9269036913441938,76,9,True,True,True,1.0,False
train_00125,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00125.jpg,1,train,4,0.01649286225438118,0,0.9835071377456188,0.0,0.0123713141025601,85,10,True,True,True,1.0,True
