id,path,label,baseline_split,fold,oof_dusty_prob,oof_pred,mislabel_score_oof,dup_score,mislabel_score_v2_add,mislabel_rank_oof_global,rank_in_fold,is_candidate_top50,is_candidate_top100,active_candidate_set,sample_weight
train_00762,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00762.jpg,1,train,1,0.8070271015167236,1,0.19297289848327637,0.0,0.0,613,124,False,False,False,1.0
train_00920,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00920.jpg,0,train,1,0.00021011754870414734,0,0.00021011754870414734,0.0,1.8882643947251004e-05,1279,264,False,False,False,1.0
train_00349,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00349.jpg,0,train,1,0.19904038310050964,0,0.19904038310050964,0.0,0.0001455136544825,609,122,False,False,False,1.0
train_01162,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01162.jpg,0,train,2,0.027700988575816154,0,0.027700988575816154,0.0,0.0401184672273887,901,151,False,False,False,1.0
train_00774,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00774.jpg,1,train,4,0.19542904198169708,0,0.8045709580183029,0.0,0.0028618500089281,252,42,False,False,False,1.0
train_01335,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01335.jpg,0,train,4,0.0004725577309727669,0,0.0004725577309727669,0.0,5.124867702741093e-07,1246,270,False,False,False,1.0
train_00107,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00107.jpg,1,train,0,0.9030377268791199,1,0.09696227312088013,0.0,0.0013189037091865,734,129,False,False,False,1.0
train_00271,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00271.jpg,0,train,1,0.8437858819961548,1,0.8437858819961548,0.0,0.0023678055904682,220,54,False,False,False,1.0
train_00979,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00979.jpg,1,train,2,0.7535329461097717,1,0.24646705389022827,0.0,0.0041256659337759,570,95,False,False,False,1.0
train_01083,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01083.jpg,0,train,3,0.03065876103937626,0,0.03065876103937626,0.0625,3.075303881434477e-08,887,231,False,False,False,0.96875
train_00011,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00011.jpg,0,train,4,0.569047749042511,1,0.569047749042511,0.5625,4.959763799661232e-09,364,68,False,False,False,0.71875
train_01052,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01052.jpg,1,train,4,0.9589115381240845,1,0.04108846187591553,0.0,0.0029739877247438,848,185,False,False,False,1.0
train_00172,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00172.jpg,0,train,1,0.9797757863998413,1,0.9797757863998413,0.0,1.32730977519685e-06,93,27,False,False,False,1.0
train_00610,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00610.jpg,1,train,4,0.11915001273155212,0,0.8808499872684479,0.0,0.0014493722330531,193,28,False,False,False,1.0
train_00559,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00559.jpg,0,train,1,0.08334984630346298,0,0.08334984630346298,0.0,5.869941656307851e-05,755,147,False,False,False,1.0
train_01225,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01225.jpg,0,train,2,0.0003857867850456387,0,0.0003857867850456387,0.0,0.0002792741908697,1263,237,False,False,False,1.0
train_00764,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00764.jpg,0,train,0,0.628693163394928,1,0.628693163394928,0.0,0.0002839091256818,339,79,False,False,False,1.0
train_01015,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01015.jpg,1,train,1,0.17534281313419342,0,0.8246571868658066,0.0,0.0049307067731434,236,58,False,False,False,1.0
train_00223,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00223.jpg,0,train,1,3.7872570146646467e-07,0,3.7872570146646467e-07,0.0,0.0062793347719167,1358,273,False,False,False,1.0
train_01018,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01018.jpg,0,train,1,0.4967159032821655,0,0.4967159032821655,0.0,0.0306708797053728,396,88,False,False,False,1.0
train_00124,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00124.jpg,0,train,2,0.0017538763349875808,0,0.0017538763349875808,1.0,8.426800170037119e-07,1170,207,False,False,False,0.5
train_00321,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00321.jpg,0,train,1,0.9055261611938477,1,0.9055261611938477,0.0,0.0400160367146435,168,42,False,False,False,1.0
train_00523,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00523.jpg,1,train,3,0.7046592235565186,1,0.29534077644348145,0.0,8.586356622214061e-06,539,122,False,False,False,1.0
train_01238,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01238.jpg,0,train,4,0.03791297599673271,0,0.03791297599673271,1.0,0.0003982703279953,859,188,False,False,False,0.5
train_00787,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00787.jpg,0,train,1,0.003839845070615411,0,0.003839845070615411,0.0,0.000171147124872,1125,223,False,False,False,1.0
train_00357,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00357.jpg,0,train,3,0.003856858005747199,0,0.003856858005747199,0.0,4.077933389460891e-05,1123,268,False,False,False,1.0
train_00866,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00866.jpg,1,train,0,0.39896246790885925,0,0.6010375320911407,0.0,0.006600388516247,358,82,False,False,False,1.0
train_00780,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00780.jpg,1,train,1,0.9995470643043518,1,0.00045293569564819336,0.0,0.0065576450264552,1247,259,False,False,False,1.0
train_00415,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00415.jpg,0,train,0,9.989392128773034e-05,0,9.989392128773034e-05,0.0,0.0012221621922143,1302,237,False,False,False,1.0
train_00200,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00200.jpg,0,train,2,0.6269681453704834,1,0.6269681453704834,0.0,0.1515395894801121,342,61,False,False,False,1.0
train_00108,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00108.jpg,0,train,4,0.015660082921385765,0,0.015660082921385765,0.0,0.0002509010218632,971,218,False,False,False,1.0
train_00333,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00333.jpg,0,train,0,2.5798231945373118e-05,0,2.5798231945373118e-05,0.0,0.0001375826891398,1325,251,False,False,False,1.0
train_00810,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00810.jpg,0,train,1,0.0042698984034359455,0,0.0042698984034359455,0.0,0.0017374083945111,1114,220,False,False,False,1.0
train_00307,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00307.jpg,0,train,3,0.03162500262260437,0,0.03162500262260437,0.0,1.228326935060576e-05,880,229,False,False,False,1.0
train_01212,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01212.jpg,1,train,0,0.04581980034708977,0,0.9541801996529102,0.0,7.556348016949479e-05,124,43,False,False,False,1.0
train_00402,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00402.jpg,1,train,4,0.9986079335212708,1,0.001392066478729248,0.0,4.627429322808397e-05,1183,262,False,False,False,1.0
train_01021,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01021.jpg,0,train,2,0.0007479303167201579,0,0.0007479303167201579,0.0,0.0454129493182264,1224,228,False,False,False,1.0
train_01024,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01024.jpg,0,train,4,0.005860355217009783,0,0.005860355217009783,0.0,0.0409330816938379,1080,239,False,False,False,1.0
train_00516,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00516.jpg,1,train,1,0.10337843745946884,0,0.8966215625405312,0.0,0.0455751009059916,185,46,False,False,False,1.0
train_00460,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00460.jpg,0,train,2,0.04850181192159653,0,0.04850181192159653,0.0,1.693202190161826e-05,827,142,False,False,False,1.0
train_00632,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00632.jpg,0,train,0,7.504280752357317e-09,0,7.504280752357317e-09,0.0,1.1366217148363507e-05,1366,274,False,False,False,1.0
train_00272,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00272.jpg,1,train,1,0.29329913854599,0,0.70670086145401,0.0,0.0086039098971244,300,68,False,False,False,1.0
train_00105,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00105.jpg,0,train,0,8.581035945098847e-05,0,8.581035945098847e-05,0.0,0.0031378258780284,1305,239,False,False,False,1.0
train_00475,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00475.jpg,1,train,0,0.07551342993974686,0,0.9244865700602531,0.0,0.0002587324990154,154,52,False,False,False,1.0
train_00182,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00182.jpg,1,train,1,0.961777925491333,1,0.03822207450866699,0.0,8.673891200123152e-06,858,166,False,False,False,1.0
train_01273,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01273.jpg,1,train,2,0.03799420967698097,0,0.962005790323019,0.0,0.0034841704073991,112,29,False,False,False,1.0
train_00217,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00217.jpg,1,train,0,0.8312975168228149,1,0.16870248317718506,0.0,0.0003779749038994,640,123,False,False,False,1.0
train_00889,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00889.jpg,0,train,0,0.44945865869522095,0,0.44945865869522095,0.0,0.0019925231487706,428,91,False,False,False,1.0
train_00121,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00121.jpg,1,train,3,0.18559551239013672,0,0.8144044876098633,0.0,0.0440606553772364,242,30,False,False,False,1.0
train_00488,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00488.jpg,0,train,3,0.15828849375247955,0,0.15828849375247955,0.0,0.0002824430317977,655,160,False,False,False,1.0
train_01303,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01303.jpg,0,train,1,0.01659708470106125,0,0.01659708470106125,0.0,6.522883218162361e-05,966,185,False,False,False,1.0
train_00634,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00634.jpg,0,train,4,0.13647621870040894,0,0.13647621870040894,0.0,0.0028132752156643,681,138,False,False,False,1.0
train_00685,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00685.jpg,1,train,0,0.6943581700325012,1,0.3056418299674988,1.0,0.041629193287267,531,110,False,False,False,0.5
train_00922,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00922.jpg,1,train,2,0.9997254014015198,1,0.0002745985984802246,0.0,0.0189099327085528,1270,241,False,False,False,1.0
train_00941,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00941.jpg,0,train,0,1.581981086928863e-05,0,1.581981086928863e-05,0.0,0.0422141008468352,1333,254,False,False,False,1.0
train_00469,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00469.jpg,0,train,3,0.021797627210617065,0,0.021797627210617065,0.0,1.0000923800277227e-05,930,244,False,False,False,1.0
train_00209,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00209.jpg,0,train,4,0.027155868709087372,0,0.027155868709087372,0.0,0.0827891929238878,904,200,False,False,False,1.0
train_01174,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01174.jpg,0,train,0,0.026652969419956207,0,0.026652969419956207,0.0,0.180436396153811,909,147,False,False,False,1.0
train_00206,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00206.jpg,1,train,2,0.7978006601333618,1,0.20219933986663818,0.0,0.0002522611990943,605,103,False,False,False,1.0
train_00682,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00682.jpg,0,train,3,0.030783215537667274,0,0.030783215537667274,0.0,3.2688821173884624e-06,886,230,False,False,False,1.0
train_00001,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00001.jpg,1,train,0,0.035539817065000534,0,0.9644601829349995,0.0,0.0004627346862644,109,38,False,False,False,1.0
train_00629,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00629.jpg,0,train,3,0.0806027352809906,0,0.0806027352809906,0.0,0.0022733212895906,759,194,False,False,False,1.0
train_00034,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00034.jpg,1,train,3,0.2904626429080963,0,0.7095373570919037,0.0,0.0002179664411776,299,50,False,False,False,1.0
train_00259,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00259.jpg,1,train,0,0.5321803689002991,1,0.4678196310997009,0.0,0.0016505081710555,413,89,False,False,False,1.0
train_01296,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01296.jpg,1,train,1,0.4991709887981415,0,0.5008290112018585,0.0,0.0327411683546003,392,87,False,False,False,1.0
train_00688,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00688.jpg,0,train,2,1.1191755220352206e-05,0,1.1191755220352206e-05,0.0,0.0026554199299065,1336,263,False,False,False,1.0
train_00986,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00986.jpg,1,train,2,0.0015675366157665849,0,0.9984324633842334,0.0,0.0080611514939382,35,11,False,True,False,1.0
train_00232,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00232.jpg,0,train,1,0.007832798175513744,0,0.007832798175513744,0.0,0.0002137267439318,1052,200,False,False,False,1.0
train_01163,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01163.jpg,0,train,3,0.29334786534309387,0,0.29334786534309387,0.0,0.0021105408686476,543,126,False,False,False,1.0
train_01031,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01031.jpg,0,train,1,0.7546879649162292,1,0.7546879649162292,0.0,0.0022238218127582,277,64,False,False,False,1.0
train_00834,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00834.jpg,0,train,0,0.0021508377976715565,0,0.0021508377976715565,0.0,0.0,1157,191,False,False,False,1.0
train_01201,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01201.jpg,0,train,4,0.0009133927524089813,0,0.0009133927524089813,0.0,0.0055524245844052,1212,266,False,False,False,1.0
train_00450,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00450.jpg,0,train,2,0.346081405878067,0,0.346081405878067,0.0,0.0004269678524163,495,84,False,False,False,1.0
train_01188,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01188.jpg,0,train,2,0.0657290443778038,0,0.0657290443778038,0.0,2.8177312186495125e-05,786,135,False,False,False,1.0
train_00411,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00411.jpg,0,train,3,0.2560601532459259,0,0.2560601532459259,0.0,0.00068056669029,560,130,False,False,False,1.0
train_01346,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01346.jpg,0,train,2,0.9365789294242859,1,0.9365789294242859,0.0,0.0012216922028402,143,35,False,False,False,1.0
train_00431,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00431.jpg,0,train,3,0.042788609862327576,0,0.042788609862327576,0.0,0.0003967582184998,843,219,False,False,False,1.0
train_00032,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00032.jpg,0,train,0,3.085414573433809e-05,0,3.085414573433809e-05,0.0,0.0400004808760418,1323,249,False,False,False,1.0
train_01280,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01280.jpg,1,train,4,0.8578232526779175,1,0.14217674732208252,0.0,0.0012106313951506,673,135,False,False,False,1.0
train_00704,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00704.jpg,1,train,1,0.9988023042678833,1,0.0011976957321166992,0.0,0.0007137766570561,1194,243,False,False,False,1.0
train_01354,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01354.jpg,1,train,4,0.9964054822921753,1,0.003594517707824707,0.0,0.011859230911464,1132,253,False,False,False,1.0
train_00276,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00276.jpg,0,train,1,0.0005507632740773261,0,0.0005507632740773261,1.0,0.0833476432356084,1242,257,False,False,False,0.5
train_00528,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00528.jpg,0,train,3,0.07422596961259842,0,0.07422596961259842,0.0,0.0002830645552437,772,201,False,False,False,1.0
train_01019,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01019.jpg,0,train,4,0.0431852862238884,0,0.0431852862238884,0.0,4.245397687478681e-05,841,181,False,False,False,1.0
train_00569,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00569.jpg,1,train,1,0.04726330190896988,0,0.9527366980910301,0.0,0.0707942339573329,127,32,False,False,False,1.0
train_00169,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00169.jpg,0,train,1,0.00707198353484273,0,0.00707198353484273,0.0,7.158697558035808e-05,1065,204,False,False,False,1.0
train_00435,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00435.jpg,1,train,4,0.891957700252533,1,0.10804229974746704,0.5625,0.1668024085801977,712,145,False,False,False,0.71875
train_01076,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01076.jpg,0,train,4,0.02906438522040844,0,0.02906438522040844,0.0,0.0014149850825329,892,198,False,False,False,1.0
train_00068,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00068.jpg,0,train,2,0.1495579332113266,0,0.1495579332113266,0.0,9.46298539127197e-05,664,115,False,False,False,1.0
train_01016,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01016.jpg,0,train,0,0.000437060632975772,0,0.000437060632975772,0.0,2.01377437018964e-05,1250,214,False,False,False,1.0
train_00587,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00587.jpg,0,train,1,0.001250021276064217,0,0.001250021276064217,0.0,0.0,1191,242,False,False,False,1.0
train_00790,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00790.jpg,0,train,0,0.0006360011175274849,0,0.0006360011175274849,0.0,7.002701568920313e-07,1238,213,False,False,False,1.0
train_00348,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00348.jpg,0,train,1,0.15819533169269562,0,0.15819533169269562,1.0,4.496483279764563e-05,656,129,False,False,False,0.5
train_01090,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01090.jpg,0,train,2,0.001534020877443254,0,0.001534020877443254,0.0,0.0404559976663589,1179,211,False,False,False,1.0
train_00720,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00720.jpg,0,train,2,0.005058147478848696,0,0.005058147478848696,0.0,0.0840382242018185,1091,194,False,False,False,1.0
train_00776,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00776.jpg,0,train,2,5.067442907602526e-05,0,5.067442907602526e-05,0.0,9.669569358936752e-05,1313,254,False,False,False,1.0
train_00254,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00254.jpg,0,train,2,0.9587520956993103,1,0.9587520956993103,0.0,0.1666570621876772,119,31,False,False,False,1.0
train_00003,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00003.jpg,1,train,4,0.8084468841552734,1,0.19155311584472656,0.0,0.0,616,122,False,False,False,1.0
train_01078,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01078.jpg,0,train,4,0.08538726717233658,0,0.08538726717233658,0.0,2.017274231902698e-05,753,155,False,False,False,1.0
train_00729,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00729.jpg,1,train,2,0.9514328241348267,1,0.04856717586517334,0.0,0.0009637482387703,826,141,False,False,False,1.0
train_00793,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00793.jpg,0,train,1,2.4765617126831785e-05,0,2.4765617126831785e-05,0.0,8.438790136688216e-06,1326,272,False,False,False,1.0
train_00024,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00024.jpg,1,train,3,0.27203384041786194,0,0.7279661595821381,0.0,0.0002158095961299,288,43,False,False,False,1.0
train_00438,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00438.jpg,1,train,4,0.32084521651268005,0,0.67915478348732,0.0,0.0019143847926508,312,58,False,False,False,1.0
train_01050,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01050.jpg,0,train,3,0.010604465380311012,0,0.010604465380311012,0.0,6.3537963043883e-08,1025,263,False,False,False,1.0
train_00746,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00746.jpg,0,train,1,0.8812233209609985,1,0.8812233209609985,0.0,0.0025623493055154,192,48,False,False,False,1.0
train_00368,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00368.jpg,0,train,2,0.9955442547798157,1,0.9955442547798157,0.0,1.753130255306083e-05,55,19,False,True,False,1.0
train_00684,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00684.jpg,1,train,4,0.9966481328010559,1,0.003351867198944092,0.0,0.0097768683747562,1136,255,False,False,False,1.0
train_00102,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00102.jpg,0,train,1,0.9782111048698425,1,0.9782111048698425,0.0,0.0009486745809048,95,29,False,False,False,1.0
train_00187,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00187.jpg,1,train,0,0.4455350637435913,0,0.5544649362564087,0.25,0.2413697540861026,368,83,False,False,False,0.875
train_00375,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00375.jpg,0,train,1,0.09229636192321777,0,0.09229636192321777,0.0,1.3054979817510214e-05,739,142,False,False,False,1.0
train_00654,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00654.jpg,0,train,1,0.005278471391648054,0,0.005278471391648054,0.0,0.0006009167714104,1086,210,False,False,False,1.0
train_01017,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01017.jpg,1,train,3,0.543374240398407,1,0.456625759601593,0.0,0.0019915581187111,423,92,False,False,False,1.0
