id,dusty_prob
test_00358,0.7716066837310791
test_00359,0.5036317706108093
test_00360,0.537859320640564
test_00361,0.054055001586675644
test_00362,0.900398850440979
test_00363,0.8946530818939209
test_00364,0.11568235605955124
test_00365,0.4706101715564728
test_00366,0.8836621046066284
test_00367,0.01610635779798031
test_00368,0.7916354537010193
test_00369,0.003842627629637718
test_00370,0.3743571937084198
test_00371,0.07183945178985596
test_00372,0.8884746432304382
test_00373,0.8496919870376587
test_00374,0.18128015100955963
test_00375,0.1006041020154953
test_00376,0.09766419976949692
test_00377,0.6719670295715332
test_00378,0.7531618475914001
test_00379,0.4179112911224365
test_00380,0.20428511500358582
test_00381,0.2873869240283966
test_00382,0.006031935568898916
test_00383,0.9164239764213562
test_00384,0.5691310167312622
test_00385,0.7029472589492798
test_00386,0.6477051973342896
test_00387,0.6653194427490234
test_00388,0.10570093244314194
test_00389,0.5524973273277283
test_00390,0.6495285630226135
test_00391,0.8731349110603333
test_00392,0.9030216336250305
test_00393,0.5705095529556274
test_00394,0.044647037982940674
test_00395,0.869395911693573
test_00396,0.9742451310157776
test_00397,0.8724210858345032
test_00398,0.6686012148857117
test_00399,0.38260209560394287
test_00400,0.4736538231372833
test_00401,0.11466850340366364
test_00402,0.5811731219291687
test_00403,0.8867039680480957
test_00404,0.037322383373975754
test_00405,0.9004828929901123
test_00406,0.09912111610174179
test_00407,0.910447359085083
test_00408,0.3751465678215027
test_00409,0.4023969769477844
test_00410,0.7577008605003357
test_00411,0.5660324692726135
test_00412,0.7975221276283264
test_00413,0.13710318505764008
test_00414,0.5616024732589722
test_00415,0.6014131307601929
test_00416,0.6262186169624329
test_00417,0.7387401461601257
test_00418,0.9094521999359131
test_00419,0.059374429285526276
test_00420,0.17867645621299744
test_00421,0.5365974307060242
test_00422,0.729118824005127
test_00423,0.09264694154262543
test_00424,0.0015165400691330433
test_00425,0.2921517789363861
test_00426,0.7986742854118347
test_00427,0.3719976842403412
test_00428,0.8607848882675171
test_00429,0.44336551427841187
test_00430,0.7172071933746338
test_00431,0.009241709485650063
test_00432,0.6350063681602478
test_00433,0.7782447934150696
test_00434,0.07708906382322311
test_00435,0.9082779288291931
test_00436,0.9964726567268372
test_00437,0.11675896495580673
test_00438,0.13224652409553528
test_00439,0.026398371905088425
test_00440,0.3545685112476349
test_00441,0.6984949111938477
test_00442,0.9050632119178772
test_00443,0.24245098233222961
test_00444,0.8029374480247498
test_00445,0.03324974700808525
test_00446,0.19560743868350983
test_00447,0.3696692883968353
test_00448,0.9285503029823303
test_00449,0.4005899131298065
test_00450,0.9382885098457336
test_00451,0.6125974655151367
test_00452,0.903387725353241
test_00453,0.19080966711044312
test_00454,0.2535077929496765
test_00455,0.5835411548614502
test_00456,0.9799545407295227
test_00457,0.4303188920021057
test_00458,0.1091185212135315
test_00459,0.5551046133041382
test_00460,0.2522695064544678
test_00461,0.047367919236421585
test_00462,0.7705733776092529
test_00463,0.3455822169780731
test_00464,0.14361026883125305
test_00465,0.7361448407173157
test_00466,0.2449909746646881
test_00467,0.3458937406539917
test_00468,0.5794615745544434
test_00469,0.002109064254909754
