score_bin,count,score_min,score_max,score_mean,confidence_median,original_ood_median,final_ood_median,panelness_anchor_max_median,panelness_nn1_median,dup_positive,score_col,ratio
0.20-0.25,6,0.2075702075702071,0.248270248270248,0.22792022792022795,0.9325922429561615,0.2279202279202282,0.17074709900478569,0.1603221083455344,0.07540263543191801,1,ood_score_original,0.004392386530014641
0.25-0.30,6,0.256410256410257,0.2971102971102979,0.276760276760277,0.9184744954109192,0.2767602767602768,0.11418275748436821,0.7430453879941434,0.45003660322108346,0,ood_score_original,0.004392386530014641
0.30-0.35,6,0.3052503052503055,0.3459503459503464,0.32560032560032576,0.8694616854190826,0.32560032560032603,0.11978810057140957,0.8305270863836018,0.13707906295754027,0,ood_score_original,0.004392386530014641
0.35-0.40,6,0.3540903540903541,0.394790394790395,0.3744403744403748,0.7704845070838928,0.3744403744403746,0.23963080057516384,0.2756222547584187,0.22456076134699854,0,ood_score_original,0.004392386530014641
0.40-0.45,6,0.4029304029304028,0.4436304436304437,0.42328042328042365,0.795309990644455,0.4232804232804238,0.24594206292595772,0.5717423133235724,0.07979502196193265,0,ood_score_original,0.004392386530014641
0.45-0.50,6,0.4517704517704526,0.4924704924704935,0.47212047212047265,0.7453330159187317,0.47212047212047237,0.2365117800696135,0.6387262079062958,0.08180819912152269,1,ood_score_original,0.004392386530014641
0.50-0.55,7,0.5006105006105012,0.5494505494505498,0.5250305250305255,0.9710662961006165,0.5250305250305255,0.3926823948785886,0.2979502196193265,0.07174231332357248,1,ood_score_original,0.005124450951683748
0.55-0.60,6,0.5575905575905588,0.5982905982905984,0.5779405779405785,0.875603199005127,0.5779405779405785,0.369426016204933,0.5102489019033676,0.07210834553440704,0,ood_score_original,0.004392386530014641
0.60-0.65,6,0.6064306064306073,0.6471306471306482,0.6267806267806276,0.7920971214771271,0.6267806267806277,0.28376956268610776,0.7668374816983894,0.3623718887262079,1,ood_score_original,0.004392386530014641
0.65-0.70,6,0.6552706552706559,0.6959706959706968,0.6756206756206763,0.7374021410942078,0.6756206756206764,0.4191821139112504,0.37701317715959004,0.0841874084919473,0,ood_score_original,0.004392386530014641
0.70-0.75,6,0.7041107041107045,0.7448107448107454,0.7244607244607252,0.9264096617698669,0.724460724460725,0.30637462152835526,0.7693997071742313,0.0314787701317716,0,ood_score_original,0.004392386530014641
0.75-0.80,6,0.7529507529507543,0.793650793650794,0.7733007733007741,0.9438140392303467,0.7733007733007742,0.5533214480871881,0.28953147877013174,0.047218155197657395,0,ood_score_original,0.004392386530014641
0.80-0.85,6,0.801790801790803,0.8424908424908438,0.8221408221408232,0.7187091112136841,0.8221408221408233,0.2539191666204846,0.9674231332357247,0.03587115666178624,0,ood_score_original,0.004392386530014641
0.85-0.90,7,0.8506308506308515,0.8994708994709001,0.875050875050876,0.818198025226593,0.8750508750508759,0.38158880325791056,0.8125915080527086,0.034407027818448024,0,ood_score_original,0.005124450951683748
0.90-0.95,6,0.907610907610909,0.94831094831095,0.9279609279609291,0.6087610721588135,0.9279609279609289,0.2729454673085717,0.9882869692532943,0.01793557833089312,0,ood_score_original,0.004392386530014641
0.95-1.00,20,0.9564509564509576,1.0,0.9930402930402934,0.819014847278595,1.0,0.3952781844802343,0.8579795021961933,0.014275256222547585,1,ood_score_original,0.014641288433382138
0.00-0.05,1249,0.0,0.048469100445674394,0.00040182730375880446,0.9974340200424194,0.0,0.0,0.5007320644216691,0.5285505124450952,152,ood_score_v3_max,0.9143484626647145
0.05-0.10,13,0.05056473541100182,0.09878102484251815,0.07034038050481348,0.7371540069580078,0.2726902726902723,0.0627617867734999,0.9275256222547584,0.6954612005856515,0,ood_score_v3_max,0.00951683748169839
0.10-0.15,12,0.10095248821456736,0.1361380607354252,0.11962591617301233,0.9066528379917145,0.27269027269027296,0.12136507817327732,0.6702049780380673,0.06844802342606149,1,ood_score_v3_max,0.008784773060029283
0.15-0.20,9,0.1506452714359013,0.1960022787255587,0.17662059259179838,0.6617575883865356,0.4517704517704526,0.18671303074670575,0.91800878477306,0.07979502196193265,0,ood_score_v3_max,0.006588579795021962
0.20-0.25,20,0.20067235513794843,0.24900424937028204,0.22704646493628955,0.9088150858879089,0.4639804639804648,0.22710510979178677,0.5717423133235724,0.08382137628111273,1,ood_score_v3_max,0.014641288433382138
0.25-0.30,9,0.2502610046533912,0.29062957540263545,0.26481989321585897,0.958860158920288,0.8994708994709001,0.26044286769030567,0.9795021961932651,0.07613469985358712,0,ood_score_v3_max,0.006588579795021962
0.30-0.35,10,0.3001098096632505,0.3457551883613379,0.3160321214493983,0.7100443243980408,0.724460724460725,0.30861239378808936,0.7554904831625183,0.024890190336749635,1,ood_score_v3_max,0.007320644216691069
0.35-0.40,12,0.350536847242558,0.3926823948785886,0.3712431915823818,0.8662405610084534,0.614570614570615,0.3719487632371969,0.45900439238653,0.03074670571010249,0,ood_score_v3_max,0.008784773060029283
0.40-0.45,2,0.42560056396074036,0.4331363284511165,0.4293684462059284,0.8107442259788513,0.6430606430606438,0.4293684462059284,0.45790629575402636,0.020863836017569547,0,ood_score_v3_max,0.0014641288433382138
0.45-0.50,7,0.45906874969832545,0.4941518272411398,0.4785295239593506,0.8702328205108643,0.573870573870574,0.48360175695461205,0.2042459736456808,0.02855051244509517,0,ood_score_v3_max,0.005124450951683748
0.50-0.55,3,0.5179985948653597,0.5477306002928258,0.5338085346138058,0.96775883436203,0.8750508750508759,0.5356964086832321,0.44216691068814057,0.03294289897510981,0,ood_score_v3_max,0.0021961932650073207
0.55-0.60,2,0.571562649161479,0.5886443013090165,0.5801034752352477,0.9937700629234314,0.7041107041107051,0.5801034752352477,0.07540263543191801,0.37866032210834555,0,ood_score_v3_max,0.0014641288433382138
0.60-0.65,5,0.6010530465142475,0.6462484156481237,0.6168878651309112,0.9254149794578552,0.7692307692307697,0.6167441635962874,0.1259150805270864,0.08565153733528551,0,ood_score_v3_max,0.0036603221083455345
0.65-0.70,3,0.6513615444801396,0.6779864027301814,0.6642852474965711,0.7955106496810913,0.8424908424908438,0.6635077952793922,0.29941434846266474,0.012445095168374817,0,ood_score_v3_max,0.0021961932650073207
0.70-0.75,2,0.7076756820534281,0.730535935513974,0.719105808783701,0.6869066953659058,0.9727309727309736,0.719105808783701,0.36822840409956076,0.009882869692532943,0,ood_score_v3_max,0.0014641288433382138
0.75-0.80,1,0.7978770131771595,0.7978770131771595,0.7978770131771595,0.9519383907318116,1.0,0.7978770131771595,0.2862371888726208,0.005856515373352855,0,ood_score_v3_max,0.0007320644216691069
0.80-0.85,1,0.802517801053673,0.802517801053673,0.802517801053673,0.3239476680755615,0.940170940170941,0.802517801053673,0.20351390922401172,0.013177159590043924,0,ood_score_v3_max,0.0007320644216691069
0.85-0.90,2,0.8762182451787148,0.8970732916560159,0.8866457684173654,0.3739963769912719,0.9564509564509576,0.8866457684173654,0.09077598828696926,0.030380673499267936,0,ood_score_v3_max,0.0014641288433382138
0.90-0.95,0,,,,,,,,,0,ood_score_v3_max,0.0
0.95-1.00,4,0.9629575402635432,0.9937774524158126,0.9765608808251565,0.9235004186630249,1.0,0.974754265310635,0.012079062957540264,0.01061493411420205,0,ood_score_v3_max,0.0029282576866764276
0.00-0.05,1147,0.0,0.049724652858431,0.007266196357990088,0.9980915784835817,0.0,0.0,0.465592972181552,0.5212298682284041,126,mislabel_score_v2_add,0.8396778916544656
0.05-0.10,73,0.0502123037474183,0.0981823008904757,0.07100268544542816,0.936900794506073,0.0,0.0,0.6017569546120058,0.26939970717423134,8,mislabel_score_v2_add,0.053440702781844804
0.10-0.15,33,0.1006219146428787,0.1497868809072886,0.12470314124980077,0.7805017232894897,0.0,0.0,0.6815519765739385,0.48096632503660325,7,mislabel_score_v2_add,0.024158125915080528
0.15-0.20,22,0.1515395894801121,0.1996454544847682,0.17882829143525542,0.7524940967559814,0.0,0.0,0.6262811127379209,0.13726207906295754,2,mislabel_score_v2_add,0.016105417276720352
0.20-0.25,10,0.2026435164119746,0.2464847463341613,0.22097117635688668,0.37469637393951416,0.0,0.0,0.7013177159590044,0.5009150805270863,3,mislabel_score_v2_add,0.007320644216691069
0.25-0.30,10,0.2516191800583853,0.2961159335920662,0.27586545107791427,0.4222084879875183,0.0,0.0,0.7822108345534406,0.5122620790629575,2,mislabel_score_v2_add,0.007320644216691069
0.30-0.35,6,0.3097704310315521,0.3459021277938854,0.33256208853519775,0.5163257420063019,0.0,0.0,0.9176427525622255,0.5629575402635432,0,mislabel_score_v2_add,0.004392386530014641
0.35-0.40,8,0.3531154230038668,0.3996200088670207,0.3808571761414373,0.30149257183074946,0.1017501017501016,0.017856919394254545,0.5995607613469985,0.501281112737921,2,mislabel_score_v2_add,0.005856515373352855
0.40-0.45,2,0.4034327485795853,0.4095832407756028,0.406507994677594,0.4241053462028503,0.0,0.0,0.5179355783308931,0.5140922401171303,0,mislabel_score_v2_add,0.0014641288433382138
0.45-0.50,2,0.461369386338099,0.4791074476907618,0.47023841701443037,0.18108046054840085,0.0,0.0,0.6504392386530015,0.1581259150805271,0,mislabel_score_v2_add,0.0014641288433382138
0.50-0.55,1,0.5499162270523426,0.5499162270523426,0.5499162270523426,0.2380528450012207,0.0,0.0,0.9370424597364568,0.8590775988286969,0,mislabel_score_v2_add,0.0007320644216691069
0.55-0.60,1,0.5800024343975394,0.5800024343975394,0.5800024343975394,0.2110668420791626,0.0,0.0,0.8967789165446559,0.16691068814055637,0,mislabel_score_v2_add,0.0007320644216691069
0.60-0.65,2,0.6026993051946044,0.6080258057363253,0.6053625554654648,0.40588054060935974,0.0,0.0,0.9176427525622255,0.4732796486090776,0,mislabel_score_v2_add,0.0014641288433382138
0.65-0.70,3,0.6589632063253871,0.6663670276918856,0.6633091561415937,0.4291419982910156,0.0,0.0,0.2335285505124451,0.1061493411420205,1,mislabel_score_v2_add,0.0021961932650073207
0.70-0.75,4,0.7186599300904658,0.7450850529798203,0.7338003340817181,0.641198456287384,0.0,0.0,0.6804538799414348,0.35340409956076135,0,mislabel_score_v2_add,0.0029282576866764276
0.75-0.80,0,,,,,,,,,0,mislabel_score_v2_add,0.0
0.80-0.85,6,0.8052117760368651,0.8431368042860263,0.8285639813514024,0.7916126847267151,0.0,0.0,0.6394582723279649,0.2886163982430454,0,mislabel_score_v2_add,0.004392386530014641
0.85-0.90,6,0.8761252182367625,0.8996263283849204,0.8867077417062683,0.8367285430431366,0.0,0.0,0.5234260614934114,0.1650805270863836,0,mislabel_score_v2_add,0.004392386530014641
0.90-0.95,11,0.9016124633264304,0.9459498130158271,0.9236441660973927,0.9094659090042114,0.0,0.0,0.7232796486090776,0.2781844802342606,2,mislabel_score_v2_add,0.008052708638360176
0.95-1.00,19,0.951997305665426,0.99996953049243,0.9779564806020645,0.99275004863739,0.0,0.0,0.7005856515373353,0.3396778916544656,2,mislabel_score_v2_add,0.013909224011713031
