id,path,label,baseline_split,fold,oof_dusty_prob,oof_pred,mislabel_score_oof,dup_score,mislabel_score_v2_add,mislabel_rank_oof_global,rank_in_fold,is_candidate_top50,is_candidate_top100,active_candidate_set,sample_weight_before_removal,removed_from_train
train_00356,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00356.jpg,1,train,1,0.0011144366580992937,0,0.9988855633419007,0.0,0.0536368047291265,30,6,True,True,True,1.0,True
train_01025,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01025.jpg,0,train,1,0.9986096620559692,1,0.9986096620559692,0.0,0.0900997440517153,33,7,True,True,True,1.0,True
train_00481,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00481.jpg,1,train,1,0.0023913716431707144,0,0.9976086283568293,0.0,0.0017154425249047,44,8,True,True,True,1.0,True
train_01195,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01195.jpg,0,train,1,0.9962326884269714,1,0.9962326884269714,0.0,9.97270394689434e-07,51,9,True,True,True,1.0,True
train_00876,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00876.jpg,0,train,1,0.9961397051811218,1,0.9961397051811218,0.0,8.574546474572374e-05,52,10,True,True,True,1.0,True
train_01217,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01217.jpg,1,train,1,0.006448463071137667,0,0.9935515369288623,0.0,0.0418638941412482,63,11,False,True,False,1.0,True
train_00853,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00853.jpg,1,train,1,0.006634076125919819,0,0.9933659238740802,0.0,0.0135041074978863,64,12,False,True,False,1.0,True
train_00393,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00393.jpg,0,train,1,0.9931964874267578,1,0.9931964874267578,0.0,1.1962134738139029e-06,65,13,False,True,False,1.0,True
train_00842,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00842.jpg,1,train,1,0.006925914436578751,0,0.9930740855634212,0.0,0.0025175659198072,67,14,False,True,False,1.0,True
train_00801,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00801.jpg,0,train,1,0.9930477738380432,1,0.9930477738380432,0.0,6.153078393806827e-06,68,15,False,True,False,1.0,True
train_00591,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00591.jpg,1,val,1,0.007121671922504902,0,0.9928783280774951,0.0,0.9586075621560666,69,16,False,True,False,1.0,False
train_00744,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00744.jpg,1,train,1,0.007775012869387865,0,0.9922249871306121,0.0,6.275504907042421e-06,71,17,False,True,False,1.0,True
train_00327,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00327.jpg,1,train,1,0.008668409660458565,0,0.9913315903395414,0.0,0.0005167160942262,75,18,False,True,False,1.0,True
train_00621,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00621.jpg,1,train,1,0.0109946234151721,0,0.9890053765848279,0.0,0.0030255599665602,77,19,False,True,False,1.0,True
train_00609,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00609.jpg,0,train,1,0.9881196022033691,1,0.9881196022033691,0.0,3.399581086669306e-06,79,20,False,True,False,1.0,True
train_00199,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00199.jpg,1,val,2,6.438546733988915e-06,0,0.999993561453266,0.0,0.9040937197179232,4,1,True,True,True,1.0,False
train_00353,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00353.jpg,1,train,2,1.9354936739546247e-05,0,0.9999806450632605,0.0,0.002969372513487,6,2,True,True,True,1.0,True
train_00395,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00395.jpg,1,train,2,4.181847543804906e-05,0,0.999958181524562,0.0,0.1351671154474843,8,3,True,True,True,1.0,True
train_00394,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00394.jpg,0,train,2,0.999910831451416,1,0.999910831451416,0.0,6.983277283921097e-05,9,4,True,True,True,1.0,True
train_00417,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00417.jpg,1,train,2,0.00010796046262839809,0,0.9998920395373716,0.0,0.0273073948431719,10,5,True,True,True,1.0,True
train_00549,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00549.jpg,1,val,2,0.0002044123539235443,0,0.9997955876460765,0.0,0.0818002953051039,15,6,True,True,True,1.0,False
train_01177,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01177.jpg,1,train,2,0.00021874454978387803,0,0.9997812554502161,0.25,0.0541114943095655,16,7,True,True,True,0.875,True
train_00484,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00484.jpg,1,train,2,0.0002667811349965632,0,0.9997332188650034,0.0,0.0023636358259806,19,8,True,True,True,1.0,True
train_00244,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00244.jpg,1,train,2,0.0006402379949577153,0,0.9993597620050423,0.25,0.0599031934183343,24,9,True,True,True,0.875,True
train_00919,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00919.jpg,1,train,2,0.0012551323743537068,0,0.9987448676256463,0.0,0.0551408177438029,31,10,True,True,True,1.0,True
train_00986,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00986.jpg,1,train,2,0.001563157420605421,0,0.9984368425793946,0.0,0.0080611514939382,35,11,False,True,False,1.0,True
train_00290,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00290.jpg,1,train,2,0.0021177639719098806,0,0.9978822360280901,0.0,0.0110196669412738,39,12,False,True,False,1.0,True
train_01135,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01135.jpg,1,train,2,0.002143779769539833,0,0.9978562202304602,1.0,0.2675333837320417,40,13,False,True,False,0.5,True
train_00278,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00278.jpg,1,train,2,0.003401325549930334,0,0.9965986744500697,0.0,0.0032042252254283,47,14,False,True,False,1.0,True
train_00982,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00982.jpg,1,train,2,0.0034801580477505922,0,0.9965198419522494,0.0,0.0112087044058031,49,15,False,True,False,1.0,True
train_00816,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00816.jpg,1,val,2,0.0036207595840096474,0,0.9963792404159904,0.0,0.907857049247918,50,16,False,True,False,1.0,False
train_00263,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00263.jpg,1,train,2,0.004101925529539585,0,0.9958980744704604,0.0,0.0003696303304419,53,17,False,True,False,1.0,True
train_01319,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01319.jpg,1,val,2,0.004189490806311369,0,0.9958105091936886,0.0,0.9946678306099074,54,18,False,True,False,1.0,False
train_00368,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00368.jpg,0,train,2,0.995524525642395,1,0.995524525642395,0.0,1.753130255306083e-05,55,19,False,True,False,1.0,True
train_00314,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00314.jpg,0,train,2,0.994709849357605,1,0.994709849357605,0.0,0.0,60,20,False,True,False,1.0,True
train_01082,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01082.jpg,1,train,3,0.0243601743131876,0,0.9756398256868124,0.0,0.0024090706804191,100,1,True,True,True,1.0,True
train_01097,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01097.jpg,1,train,3,0.024367323145270348,0,0.9756326768547297,0.0,0.0105092778892212,101,2,True,True,True,1.0,True
train_00286,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00286.jpg,1,train,3,0.026583746075630188,0,0.9734162539243698,0.0,0.0015699488901381,103,3,True,True,True,1.0,True
train_01360,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01360.jpg,1,train,3,0.034832920879125595,0,0.9651670791208744,0.0,0.015804804504072,107,4,True,True,True,1.0,True
train_01186,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01186.jpg,1,val,3,0.04103612154722214,0,0.9589638784527779,0.0,0.9265049882240234,118,5,True,True,True,1.0,False
train_00968,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00968.jpg,1,train,3,0.04343976825475693,0,0.9565602317452431,0.0,0.0010860473812095,122,6,True,True,True,1.0,True
train_00947,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00947.jpg,1,train,3,0.06796123087406158,0,0.9320387691259384,0.0,0.0839542436872643,146,7,True,True,True,1.0,True
train_01013,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01013.jpg,1,train,3,0.06920214742422104,0,0.930797852575779,0.0,0.0067880071885255,147,8,True,True,True,1.0,True
train_00322,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00322.jpg,1,train,3,0.07979506999254227,0,0.9202049300074577,0.0,0.0019792859132344,156,9,True,True,True,1.0,True
train_00058,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00058.jpg,1,train,3,0.09364031255245209,0,0.9063596874475479,0.0,0.0055500020056067,166,10,True,True,True,1.0,True
train_00299,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00299.jpg,1,train,3,0.09546584635972977,0,0.9045341536402702,0.0,0.0012138226593991,170,11,False,True,False,1.0,True
train_00464,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00464.jpg,1,train,3,0.09784374386072159,0,0.9021562561392784,0.0,0.0003995328198684,173,12,False,True,False,1.0,True
train_00827,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00827.jpg,1,train,3,0.10110379010438919,0,0.8988962098956108,0.0,0.0106149645304326,179,13,False,True,False,1.0,True
train_00099,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00099.jpg,1,train,3,0.10204801708459854,0,0.8979519829154015,0.0,0.0137296302018064,182,14,False,True,False,1.0,True
train_00091,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00091.jpg,1,val,3,0.1025487557053566,0,0.8974512442946434,0.0,0.0034741482264612,183,15,False,True,False,1.0,False
train_00004,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00004.jpg,1,val,3,0.10391994565725327,0,0.8960800543427467,0.0,0.3262852622245317,186,16,False,True,False,1.0,False
train_01295,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01295.jpg,1,train,3,0.1146269291639328,0,0.8853730708360672,0.0,0.111289264394937,189,17,False,True,False,1.0,True
train_00053,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00053.jpg,1,train,3,0.11679086089134216,0,0.8832091391086578,0.0,0.0023767854959058,191,18,False,True,False,1.0,True
train_00308,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00308.jpg,1,train,3,0.12026659399271011,0,0.8797334060072899,0.0,0.0010429822111549,195,19,False,True,False,1.0,True
train_01119,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01119.jpg,0,val,3,0.8761775493621826,1,0.8761775493621826,0.0,0.9956579134516482,199,20,False,True,False,1.0,False
train_00246,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00246.jpg,0,train,4,0.999747097492218,1,0.999747097492218,0.0,0.0802219232338989,18,1,True,True,True,1.0,True
train_00800,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00800.jpg,0,train,4,0.9983748197555542,1,0.9983748197555542,0.0,0.1803844859470381,36,2,True,True,True,1.0,True
train_01216,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01216.jpg,1,val,4,0.0023183654993772507,0,0.9976816345006227,0.0,0.6589632063253871,41,3,True,True,True,1.0,False
train_00261,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00261.jpg,1,val,4,0.0034260968677699566,0,0.99657390313223,0.5625,0.99996953049243,48,4,True,True,True,0.71875,False
train_00553,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00553.jpg,1,train,4,0.004621037747710943,0,0.9953789622522891,0.0,0.0107514154461114,56,5,True,True,True,1.0,True
train_00519,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00519.jpg,1,train,4,0.0052698031067848206,0,0.9947301968932152,0.0,0.0013847784668225,59,6,True,True,True,1.0,True
train_00235,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00235.jpg,1,val,4,0.0057910834439098835,0,0.9942089165560901,0.0,0.9989292217634588,62,7,True,True,True,1.0,False
train_00675,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00675.jpg,1,train,4,0.007984228432178497,0,0.9920157715678215,0.0,0.0004184998482549,72,8,True,True,True,1.0,True
train_00023,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00023.jpg,0,val,4,0.9904720783233643,1,0.9904720783233643,0.0,0.9269036913441938,76,9,True,True,True,1.0,False
train_00125,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00125.jpg,1,train,4,0.01649162359535694,0,0.9835083764046431,0.0,0.0123713141025601,85,10,True,True,True,1.0,True
train_01118,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01118.jpg,1,train,4,0.02979656122624874,0,0.9702034387737513,1.0,0.9345260682678898,104,11,False,True,False,0.5,True
train_00597,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00597.jpg,1,val,4,0.03899058699607849,0,0.9610094130039215,1.0,0.9417983017492536,113,12,False,True,False,0.5,False
train_00916,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00916.jpg,0,val,4,0.956928551197052,1,0.956928551197052,0.0,0.6026993051946044,121,13,False,True,False,1.0,False
train_00952,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00952.jpg,1,val,4,0.046443402767181396,0,0.9535565972328186,0.0,0.1851740560398396,125,14,False,True,False,1.0,False
train_00795,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00795.jpg,1,train,4,0.04754939675331116,0,0.9524506032466888,0.0,0.326919991768745,128,15,False,True,False,1.0,True
train_00974,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00974.jpg,0,train,4,0.9516453146934509,1,0.9516453146934509,0.0,0.043119782989294,129,16,False,True,False,1.0,True
train_00240,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00240.jpg,0,train,4,0.9423708319664001,1,0.9423708319664001,0.0,0.0001164942791935,136,17,False,True,False,1.0,True
train_01030,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01030.jpg,1,train,4,0.05989238619804382,0,0.9401076138019562,0.0,0.0009229953480857,140,18,False,True,False,1.0,True
train_01000,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01000.jpg,1,train,4,0.06933610141277313,0,0.9306638985872269,0.0,0.0047495212130239,149,19,False,True,False,1.0,True
train_01080,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01080.jpg,0,train,4,0.929050624370575,1,0.929050624370575,0.0,0.1019023516483123,151,20,False,True,False,1.0,True
