id,path,label,dup_score,cnn_dup_score,phash_dup_score,nearest_id,nearest_cos_sim,nearest_phash_dist,dup_source,nearest_label,duplicate_label_conflict,ood_score,ood_score_raw_combined,frozen_ood_rank,scorebaseline_ood_score,density_outlier,centroid_outlier,low_confidence,pred_clean,pred_dusty,confidence,mean_cos,centroid_cos,scorebaseline_mean_cos,scorebaseline_centroid_cos,scorebaseline_top1_id,scorebaseline_top1_cos
train_00028,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00028.jpg,0,1.0,0.0,1.0,train_00580,0.894972,0.0,phash,0.0,0.0,0.6332357247437774,0.5867232572098603,0.5856515373352855,0.7448023426061494,0.5021961932650073,0.6237188872620791,0.34614911675453186,0.8269254565238953,0.1730745583772659,0.6538508832454681,0.7629367,0.7650278,0.69866955,0.5083021,train_00580,0.894972
train_00029,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00029.jpg,1,0.0,0.0,0.0,,0.92610735,,none,,0.0,0.5168374816983895,0.5040322371456625,0.404099560761347,0.9505124450951684,0.12371888726207902,0.8601756954612005,0.047057364135980606,0.9764713048934937,0.0235286820679903,0.9529426358640194,0.7990788,0.7199305,0.56130934,0.34617323,train_00410,0.92610735
train_00030,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00030.jpg,0,0.0,0.0,0.0,,0.7530474,,none,,0.0,0.40922401171303074,0.42918104319411876,0.37554904831625185,0.4607613469985359,0.5241581259150806,0.20131771595900438,0.779877781867981,0.6100610494613647,0.3899388909339905,0.220122218132019,0.7612583,0.81156564,0.73810536,0.7605981,train_00879,0.7530474
train_00031,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00031.jpg,1,0.0,0.0,0.0,,0.7616311,,none,,0.0,0.83601756954612,0.7410412248371286,0.7964860907759883,0.8052708638360175,0.7657393850658858,0.6932650073206442,0.42541956901550293,0.2127097845077514,0.7872902154922485,0.5745804309844971,0.73838246,0.7559153,0.66046333,0.52884805,train_01034,0.7616311
train_00032,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00032.jpg,0,0.0,0.0,0.0,,0.8007946,,none,,0.0,0.7628111273792094,0.6825449679973011,0.7086383601756955,0.711420204978038,0.8404099560761347,0.38433382137628114,0.7309401631355286,0.6345299482345581,0.3654700815677643,0.2690598368644714,0.7282202,0.7937236,0.69585264,0.58555895,train_00720,0.8007946
train_00033,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00033.jpg,0,0.0,0.0,0.0,,0.7687322,,none,,0.0,0.2562225475841874,0.3107204206656572,0.28038067349926793,0.3474377745241581,0.47291361639824303,0.10468521229868233,0.4244077205657959,0.787796139717102,0.2122038602828979,0.5755922794342041,0.7649575,0.8232034,0.7591943,0.80933356,train_00010,0.7687322
train_00034,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00034.jpg,1,0.0,0.0,0.0,,0.9126908,,none,,0.0,0.46046852122986826,0.4615824181303971,0.5563689604685212,0.0587115666178623,0.5783308931185944,0.44436310395314793,0.7388842105865479,0.3694421350955963,0.6305578947067261,0.2611157894134521,0.7565849,0.7871343,0.89604604,0.8486254,train_00731,0.9126908
train_00035,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00035.jpg,0,0.0,0.0,0.0,,0.8596776,,none,,0.0,0.04685212298682284,0.11583686329173484,0.030014641288433383,0.2357247437774524,0.1222547584187409,0.02708638360175697,0.34284886717796326,0.828575611114502,0.1714244335889816,0.6571511328220367,0.7991482,0.8415457,0.8282792,0.79684585,train_00982,0.8596776
train_00036,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00036.jpg,0,0.0,0.0,0.0,,0.7082238,,none,,0.0,0.7774524158125915,0.6887900463902933,0.6676427525622255,0.7026354319180088,0.6786237188872621,0.5490483162518303,0.970550537109375,0.4852752685546875,0.5147247314453125,0.029449462890625,0.74759495,0.77566326,0.67122054,0.6686066,train_00345,0.7082238
train_00037,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00037.jpg,0,0.0,0.0,0.0,,0.7817572,,none,,0.0,0.26500732064421667,0.31799648332473646,0.22108345534407028,0.5515373352855051,0.09443631039531475,0.5439238653001464,0.2350160777568817,0.8824920058250427,0.1175080388784408,0.7649839222431183,0.8040117,0.77619314,0.75328535,0.64974326,train_00170,0.7817572
train_00038,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00038.jpg,0,0.0,0.0,0.0,,0.9033979,,none,,0.0,0.28330893118594436,0.33322580167175564,0.2847730600292826,0.1363103953147877,0.28330893118594436,0.3945827232796486,0.903707504272461,0.5481462478637695,0.4518537521362304,0.096292495727539,0.7799832,0.79221296,0.8889947,0.7982825,train_00917,0.9033979
train_00039,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00039.jpg,0,0.0,0.0,0.0,,0.8481967,,none,,0.0,0.46193265007320644,0.4627631192605282,0.31771595900439237,0.9071742313323572,0.11420204978038062,0.7101024890190337,0.30596208572387695,0.8470189571380615,0.1529810428619384,0.694037914276123,0.80042493,0.75437385,0.59765184,0.42374346,train_00205,0.8481967
train_00040,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00040.jpg,0,0.0,0.0,0.0,,0.76727295,,none,,0.0,0.4985358711566618,0.4916260049440851,0.41874084919472915,0.5543191800878478,0.5190336749633968,0.28550512445095166,0.9258500933647156,0.5370749235153198,0.4629250466823578,0.0741499066352844,0.7616707,0.80338174,0.7233682,0.7194394,train_00077,0.76727295
train_00041,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00041.jpg,0,0.0,0.0,0.0,,0.90542775,,none,,0.0,0.04465592972181552,0.11262325887362395,0.0951683748169839,0.0518301610541727,0.20204978038067345,0.09297218155197662,0.19936582446098328,0.9003170728683472,0.0996829122304916,0.8006341755390167,0.7879615,0.8250773,0.88984984,0.8642971,train_00220,0.90542775
train_00042,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00042.jpg,0,1.0,0.9962621,1.0,train_01118,0.9962621,0.0,phash,1.0,1.0,0.41800878477306,0.43645282554067943,0.30234260614934116,0.8130307467057101,0.205710102489019,0.5505124450951684,0.3947625160217285,0.8026187419891357,0.1973812580108642,0.6052374839782715,0.7877902,0.77557933,0.64730245,0.55344206,train_01118,0.9962621
train_00043,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00043.jpg,0,0.0,0.0,0.0,,0.737155,,none,,0.0,0.2335285505124451,0.29166495411148186,0.1603221083455344,0.4856515373352855,0.31918008784773055,0.06368960468521245,0.7297534942626953,0.6351233124732971,0.3648767471313476,0.2702465057373047,0.7771909,0.8299137,0.72344047,0.76926255,train_00732,0.737155
train_00044,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00044.jpg,1,0.0,0.0,0.0,,0.82993346,,none,,0.0,0.1603221083455344,0.22366345164018356,0.12298682284040996,0.353294289897511,0.19692532942898977,0.1698389458272328,0.48795223236083984,0.2439761012792587,0.7560238838195801,0.5120477676391602,0.7885917,0.8148585,0.7838999,0.76202625,train_01164,0.82993346
train_00045,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00045.jpg,1,0.0,0.0,0.0,,0.7739188,,none,,0.0,0.6002928257686676,0.563621708952316,0.5834553440702782,0.4528550512445095,0.6852122986822842,0.3440702781844802,0.8527617454528809,0.4263809025287628,0.5736191272735596,0.1472382545471191,0.7469393,0.79700327,0.74086416,0.7597962,train_00970,0.7739188
train_00046,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00046.jpg,1,0.0,0.0,0.0,,0.9120858,,none,,0.0,0.890190336749634,0.7865064737353458,0.8243045387994143,0.9330893118594435,0.8682284040995608,0.6149341142020498,0.47692418098449707,0.2384620755910873,0.7615379095077515,0.5230758190155029,0.7237282,0.7661369,0.56093514,0.42578503,train_00391,0.9120858
train_00047,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00047.jpg,0,0.0,0.0,0.0,,0.9440179,,none,,0.0,0.07906295754026355,0.14777189432287458,0.09004392386530015,0.258125915080527,0.08052708638360162,0.2723279648609077,0.07200884073972702,0.963995635509491,0.0360044203698635,0.927991159260273,0.80685997,0.8047275,0.8028677,0.80454427,train_01095,0.9440179
train_00048,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00048.jpg,0,1.0,0.9967323,1.0,train_01135,0.9967323,0.0,phash,1.0,1.0,0.1698389458272328,0.23207592158331533,0.0629575402635432,0.6651537335285506,0.010980966325036645,0.3089311859443631,0.25875335931777954,0.8706232905387878,0.1293766796588897,0.7412466406822205,0.831977,0.8016001,0.73715556,0.5045961,train_01135,0.9967323
train_00049,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00049.jpg,0,0.0,0.0,0.0,,0.82945484,,none,,0.0,0.44875549048316254,0.4537145641306483,0.513177159590044,0.3953147877013176,0.5336749633967789,0.43704245973645683,0.23773129284381866,0.8811343908309937,0.1188656464219093,0.7622687071561813,0.76047903,0.78758365,0.7614792,0.7693321,train_00874,0.82945484
train_00050,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00050.jpg,0,0.0,0.0,0.0,,0.8405973,,none,,0.0,0.03294289897510981,0.10201777511992183,0.03294289897510981,0.2281112737920936,0.11639824304538804,0.048316251830161194,0.185111865401268,0.9074440598487854,0.092555932700634,0.814888134598732,0.799917,0.83557594,0.8261448,0.8047132,train_00041,0.8405973
train_00051,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00051.jpg,0,0.0,0.0,0.0,,0.66860616,,none,,0.0,0.9633967789165446,0.8714312125735891,0.9538799414348462,0.7389458272327964,0.9590043923865301,0.8828696925329429,0.6580895781517029,0.6709551811218262,0.3290447890758514,0.3419104218482971,0.69029605,0.71284807,0.6479591,0.66856974,train_00856,0.66860616
train_00052,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00052.jpg,1,0.0,0.0,0.0,,0.5384941,,none,,0.0,0.9831625183016105,0.8936437251400284,0.9070278184480234,0.9783308931185944,0.9487554904831625,0.7342606149341142,0.8271400332450867,0.586430013179779,0.4135700166225433,0.1728599667549133,0.69662094,0.74965686,0.45986933,0.36327913,train_01286,0.5384941
train_00053,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00053.jpg,1,0.0,0.0,0.0,,0.90556,,none,,0.0,0.19692532942898974,0.2550734335799343,0.11530014641288433,0.6837481698389458,0.10688140556368964,0.2840409956076134,0.1356538087129593,0.9321730732917786,0.0678269043564796,0.8643461912870407,0.8012484,0.8035327,0.7150982,0.5766791,train_00713,0.90556
train_00054,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00054.jpg,0,0.0,0.0,0.0,,0.8365894,,none,,0.0,0.03513909224011713,0.1032861039675172,0.04465592972181552,0.1815519765739385,0.17057101024890187,0.0117130307467056,0.2177073061466217,0.8911463022232056,0.1088536530733108,0.7822926938533783,0.7916631,0.8481078,0.82973605,0.83203554,train_00154,0.8365894
train_00055,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00055.jpg,0,0.0,0.0,0.0,,0.8953744,,none,,0.0,0.9465592972181552,0.8474608012575706,0.9370424597364568,0.8251830161054172,0.9202049780380674,0.8711566617862372,0.38902968168258667,0.8054851293563843,0.1945148408412933,0.6109703183174133,0.71159375,0.71524537,0.60772866,0.5978468,train_01065,0.8953744
train_00056,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00056.jpg,1,0.0,0.0,0.0,,0.79790163,,none,,0.0,0.575402635431918,0.5448012740231538,0.6720351390922401,0.3922401171303074,0.6822840409956077,0.554904831625183,0.11960864067077637,0.0598043501377105,0.9401956796646118,0.8803913593292236,0.7473074,0.7747447,0.76917267,0.7601363,train_01117,0.79790163
train_00057,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00057.jpg,0,0.0,0.0,0.0,,0.8386555,,none,,0.0,0.5234260614934114,0.5096373592524368,0.6464128843338214,0.298389458272328,0.7335285505124451,0.42459736456808195,0.17675426602363586,0.9116228818893432,0.0883771330118179,0.8232457339763641,0.74128217,0.7893512,0.8201087,0.75854117,train_01272,0.8386555
train_00058,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00058.jpg,1,0.0,0.0,0.0,,0.88103056,,none,,0.0,0.9890190336749634,0.9095785180873088,0.9399707174231332,0.9604685212298684,0.8792093704245973,0.945095168374817,0.678508460521698,0.6607457995414734,0.339254230260849,0.321491539478302,0.72130615,0.67439437,0.55623573,0.27282155,train_00322,0.88103056
train_00059,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00059.jpg,0,0.0,0.0,0.0,,0.95518357,,none,,0.0,0.4333821376281113,0.44326764269070607,0.31551976573938506,0.7180087847730601,0.1244509516837482,0.6888726207906296,0.5145944356918335,0.7427027821540833,0.2572972178459167,0.4854055643081665,0.7987531,0.7561568,0.7021574,0.5551716,train_00233,0.95518357
train_00060,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00060.jpg,0,1.0,0.9984605,1.0,train_00288,0.9984605,0.0,phash,0.0,0.0,0.5702781844802343,0.5417761627596696,0.47584187408491946,0.9108345534407029,0.17130307467057104,0.9099560761346999,0.07083629816770565,0.9645819067955016,0.0354181490838527,0.9291637018322944,0.79155403,0.6985526,0.6052216,0.37271705,train_00288,0.9984605
train_00061,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00061.jpg,1,0.0,0.0,0.0,,0.7109293,,none,,0.0,0.5102489019033675,0.4986770479710525,0.37774524158125916,0.7036603221083455,0.3279648609077599,0.506588579795022,0.8166387081146241,0.591680645942688,0.408319354057312,0.1833612918853759,0.77565527,0.7809223,0.678579,0.65316397,train_00450,0.7109293
train_00062,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00062.jpg,0,0.9814469,0.9814469,0.0625,train_00999,0.9814469,6.0,cnn_cosine,0.0,0.0,0.5073206442166911,0.497829296335818,0.4663250366032211,0.5938506588579795,0.5146412884333822,0.376281112737921,0.5889078974723816,0.7055460214614868,0.2944539487361908,0.4110921025276184,0.76213425,0.7944487,0.7361403,0.64486825,train_00999,0.9814469
train_00063,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00063.jpg,0,0.0,0.0,0.0,,0.69185346,,none,,0.0,0.9304538799414348,0.8262743903454366,0.9224011713030746,0.7352855051244509,0.9004392386530015,0.8462664714494876,0.48250964283943176,0.7587451934814453,0.2412548214197158,0.5174903571605682,0.7164008,0.7251651,0.6739844,0.6214291,train_01123,0.69185346
