id,path,label,fold,oof_dusty_prob,oof_pred,mislabel_score_oof,dup_score,mislabel_score_v2_add,rank_oof,rank_v2_add,is_oof_top100,is_v2_add_top100
train_00026,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00026.jpg,1,3,0.5280179381370544,1,0.47198206186294556,0.0,0.7294357065310326,396,45,False,True
train_00027,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00027.jpg,0,1,0.0005886101862415671,0,0.0005886101862415671,1.0,0.0002211233658395,1137,942,False,False
train_00028,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00028.jpg,0,4,0.336153507232666,0,0.336153507232666,1.0,0.0403549572650522,439,301,False,False
train_00029,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00029.jpg,1,1,0.0033694759476929903,0,0.996630524052307,0.0,0.1928870923195978,71,97,True,True
train_00030,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00030.jpg,0,2,1.0564222975517623e-05,0,1.0564222975517623e-05,0.0,0.0423255967670947,1302,262,False,False
train_00031,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00031.jpg,1,0,0.9586859941482544,1,0.041314005851745605,0.0,0.0036787118183686,705,540,False,False
train_00032,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00032.jpg,0,0,0.018456121906638145,0,0.018456121906638145,0.0,0.0400004808760418,797,344,False,False
train_00033,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00033.jpg,0,2,0.9303618669509888,1,0.9303618669509888,0.0,0.0001470596165959,193,982,False,False
train_00034,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00034.jpg,1,3,0.9660418629646301,1,0.03395813703536987,0.0,0.0002179664411776,727,944,False,False
train_00035,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00035.jpg,0,3,0.0012688145507127047,0,0.0012688145507127047,0.0,2.3566558470859114e-06,1077,1241,False,False
train_00036,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00036.jpg,0,0,0.9736484885215759,1,0.9736484885215759,0.0,0.1071550864282607,140,140,False,False
train_00037,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00037.jpg,0,0,0.05898546054959297,0,0.05898546054959297,0.0,0.0357215785829353,660,353,False,False
train_00038,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00038.jpg,0,3,0.8466507196426392,1,0.8466507196426392,0.0,3.86311408613906e-06,255,1218,False,False
train_00039,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00039.jpg,0,2,0.8521400094032288,1,0.8521400094032288,0.0,0.040196041373268,249,310,False,False
train_00040,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00040.jpg,0,0,0.2515532970428467,0,0.2515532970428467,0.0,0.8052117760368651,483,42,False,True
train_00041,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00041.jpg,0,0,0.9342270493507385,1,0.9342270493507385,0.0,1.1707905478441916e-11,189,1333,False,False
train_00042,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00042.jpg,0,4,0.0010220755357295275,0,0.0010220755357295275,1.0,0.0654984273422314,1095,187,False,False
train_00043,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00043.jpg,0,1,0.8476665019989014,1,0.8476665019989014,0.0,0.0409938907495769,253,282,False,False
train_00044,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00044.jpg,1,1,0.9998145699501038,1,0.00018543004989624023,0.0,0.0004362225452119,1199,846,False,False
train_00045,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00045.jpg,1,3,0.9311747550964355,1,0.06882524490356445,0.0,0.0048511571653559,639,514,False,False
train_00046,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00046.jpg,1,1,0.9563196301460266,1,0.04368036985397339,0.0,0.0074063858119454,699,474,False,False
train_00047,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00047.jpg,0,1,0.0005194004625082016,0,0.0005194004625082016,0.0,7.66875563051883e-10,1151,1329,False,False
train_00048,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00048.jpg,0,0,0.9477358460426331,1,0.9477358460426331,1.0,0.3531154230038668,175,65,False,True
train_00049,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00049.jpg,0,4,0.002924068132415414,0,0.002924068132415414,0.0,0.0013176989050984,996,678,False,False
train_00050,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00050.jpg,0,3,0.1554602086544037,0,0.1554602086544037,0.0,0.0407687983967109,534,289,False,False
train_00051,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00051.jpg,0,4,0.09234773367643356,0,0.09234773367643356,0.0,0.0,605,1337,False,False
train_00052,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00052.jpg,1,4,0.9630745053291321,1,0.03692549467086792,0.0,0.0003091464454718,720,896,False,False
train_00053,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00053.jpg,1,3,0.06020698323845863,0,0.9397930167615414,0.0,0.0023767854959058,185,598,False,False
train_00054,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00054.jpg,0,4,2.053806383628398e-06,0,2.053806383628398e-06,0.0,0.0006705359554612,1334,794,False,False
train_00055,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00055.jpg,0,4,0.00046685876441188157,0,0.00046685876441188157,0.0,7.81206720813949e-05,1156,1046,False,False
train_00056,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00056.jpg,1,0,0.08963035047054291,0,0.9103696495294571,0.0,0.0001628841399305,213,971,False,False
train_00057,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00057.jpg,0,0,0.004213722888380289,0,0.004213722888380289,0.0,0.097155246268155,958,149,False,False
train_00058,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00058.jpg,1,3,0.00011967877071583644,0,0.9998803212292842,0.0,0.0055500020056067,24,499,True,False
train_00059,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00059.jpg,0,2,0.08200379461050034,0,0.08200379461050034,0.0,0.0005719740729416,612,813,False,False
train_00060,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00060.jpg,0,3,0.00011103620636276901,0,0.00011103620636276901,1.0,0.0800733436779709,1234,173,False,False
train_00061,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00061.jpg,1,1,0.0004713311791419983,0,0.999528668820858,0.0,7.351359583100171e-05,37,1050,True,False
train_00062,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00062.jpg,0,0,0.00032289791852235794,0,0.00032289791852235794,0.0625,8.278239152962757e-08,1176,1307,False,False
train_00063,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00063.jpg,0,1,0.08188687264919281,0,0.08188687264919281,0.0,0.0001256130685775,613,999,False,False
train_00064,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00064.jpg,0,0,0.0018234173767268658,0,0.0018234173767268658,0.0,0.1232562709958668,1040,133,False,False
train_00065,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00065.jpg,0,4,0.00013953997404314578,0,0.00013953997404314578,0.0,6.59886853182153e-05,1222,1062,False,False
train_00066,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00066.jpg,0,4,0.0018632229184731841,0,0.0018632229184731841,0.0,0.0416679990079527,1039,271,False,False
train_00067,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00067.jpg,0,0,0.998336672782898,1,0.998336672782898,0.0,0.0011339992381262,52,712,True,False
train_00068,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00068.jpg,0,2,0.005161268636584282,0,0.005161268636584282,0.0,9.46298539127197e-05,935,1032,False,False
train_00069,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00069.jpg,1,4,0.003864428261294961,0,0.996135571738705,0.0,0.1286620187724617,75,128,True,False
train_00070,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00070.jpg,0,1,0.96027672290802,1,0.96027672290802,0.0,0.0007527182141136,157,773,False,False
train_00071,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00071.jpg,0,3,0.20553873479366302,0,0.20553873479366302,0.0,0.0005930862967345,510,806,False,False
train_00072,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00072.jpg,1,1,0.9993438124656677,1,0.0006561875343322754,0.0,0.0697939970847886,1130,183,False,False
train_00073,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00073.jpg,0,4,0.004578855820000172,0,0.004578855820000172,0.0,0.0842047059030276,949,158,False,False
train_00074,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00074.jpg,1,2,0.07238122075796127,0,0.9276187792420387,0.0,0.022604609940921,196,376,False,False
train_00075,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00075.jpg,0,2,6.762275006622076e-08,0,6.762275006622076e-08,0.0,0.0003921381614597,1351,864,False,False
train_00076,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00076.jpg,0,3,0.6170944571495056,1,0.6170944571495056,0.0,0.0108130640276567,340,434,False,False
train_00077,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00077.jpg,0,4,0.003586569568142295,0,0.003586569568142295,0.0,3.429511341579428e-09,971,1320,False,False
train_00078,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00078.jpg,0,2,0.0001730702060740441,0,0.0001730702060740441,0.0,0.000194965907226,1207,952,False,False
train_00079,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00079.jpg,0,3,8.366911060875282e-06,0,8.366911060875282e-06,0.0,0.0004647167718707,1308,835,False,False
train_00080,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00080.jpg,1,2,0.9997121691703796,1,0.00028783082962036133,0.0,0.0026715191481467,1181,583,False,False
train_00081,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00081.jpg,1,4,0.030783046036958694,0,0.9692169539630413,0.0,0.0048796898487427,146,512,False,False
train_00082,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00082.jpg,1,4,0.9998641014099121,1,0.00013589859008789062,1.0,0.0001597991983356,1223,974,False,False
train_00083,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00083.jpg,0,4,0.681678295135498,1,0.681678295135498,0.0,0.0725844042102919,308,179,False,False
train_00084,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00084.jpg,0,3,0.000833715486805886,0,0.000833715486805886,0.0,0.0403507291683442,1110,302,False,False
train_00085,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00085.jpg,1,4,0.046082574874162674,0,0.9539174251258373,0.0,0.0004496205536679,166,842,False,False
train_00086,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00086.jpg,1,4,0.6458652019500732,1,0.35413479804992676,0.0,0.0249949784930139,431,370,False,False
train_00087,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00087.jpg,0,2,0.0005397766944952309,0,0.0005397766944952309,1.0,0.0002879422258102,1149,902,False,False
train_00088,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00088.jpg,0,3,0.1902736872434616,0,0.1902736872434616,0.0,3.220922258353067e-07,514,1290,False,False
train_00089,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00089.jpg,1,1,0.8669887781143188,1,0.13301122188568115,0.0,0.0009582824303476,556,742,False,False
train_00090,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00090.jpg,0,0,4.449037805898115e-05,0,4.449037805898115e-05,0.0,5.24676169177951e-10,1264,1330,False,False
train_00091,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00091.jpg,1,3,0.9995760321617126,1,0.0004239678382873535,0.0,0.0034741482264612,1161,545,False,False
train_00092,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00092.jpg,1,2,0.26609504222869873,0,0.7339049577713013,0.0,6.038588902975392e-06,290,1206,False,False
train_00093,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00093.jpg,0,3,0.09364539384841919,0,0.09364539384841919,0.0,0.0024426745339837,602,594,False,False
train_00094,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00094.jpg,0,3,0.0039791748858988285,0,0.0039791748858988285,0.0,0.0011615757587785,965,701,False,False
train_00095,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00095.jpg,0,4,0.41428396105766296,0,0.41428396105766296,0.0,3.1889048841213087e-06,412,1230,False,False
train_00096,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00096.jpg,1,4,0.1625567376613617,0,0.8374432623386383,0.0,0.062736272990572,262,188,False,False
train_00097,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00097.jpg,0,3,0.5375548601150513,1,0.5375548601150513,0.0,2.8720737788034963e-09,370,1321,False,False
train_00098,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00098.jpg,0,0,0.009033063426613808,0,0.009033063426613808,0.5625,0.0048745664069408,869,513,False,False
train_00099,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00099.jpg,1,3,0.27641579508781433,0,0.7235842049121857,0.0,0.0137296302018064,296,415,False,False
train_00100,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00100.jpg,0,1,0.013391966931521893,0,0.013391966931521893,0.0,0.0002388493260507,825,935,False,False
train_00101,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00101.jpg,0,4,0.0912848636507988,0,0.0912848636507988,0.0,0.0012632444477231,606,682,False,False
train_00102,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00102.jpg,0,1,0.964593768119812,1,0.964593768119812,0.0,0.0009486745809048,149,743,False,False
train_00103,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00103.jpg,0,1,0.1616324782371521,0,0.1616324782371521,0.0,1.623164107416687e-06,528,1249,False,False
train_00104,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00104.jpg,0,0,0.03297179192304611,0,0.03297179192304611,0.0,0.0015404971558646,733,658,False,False
train_00105,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00105.jpg,0,0,0.0019890591502189636,0,0.0019890591502189636,0.0,0.0031378258780284,1030,556,False,False
train_00106,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00106.jpg,0,0,0.005518865305930376,0,0.005518865305930376,0.0,0.0006531019050758,929,797,False,False
train_00107,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00107.jpg,1,0,0.9929118752479553,1,0.007088124752044678,0.0,0.0013189037091865,896,677,False,False
train_00108,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00108.jpg,0,4,0.012096100486814976,0,0.012096100486814976,0.0,0.0002509010218632,840,924,False,False
train_00109,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00109.jpg,0,3,0.07249488681554794,0,0.07249488681554794,0.0,0.0048218275732542,630,516,False,False
train_00110,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00110.jpg,0,3,0.0065091862343251705,0,0.0065091862343251705,0.0,2.5426583505350207e-09,907,1324,False,False
train_00111,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00111.jpg,0,4,6.602866051252931e-05,0,6.602866051252931e-05,0.0,0.044698184233387,1251,240,False,False
train_00112,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00112.jpg,0,0,0.27531862258911133,0,0.27531862258911133,0.0,0.0003631134472547,468,877,False,False
train_00113,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00113.jpg,1,4,0.9296475648880005,1,0.07035243511199951,0.0,0.2112606554442847,633,87,False,True
train_00114,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00114.jpg,0,0,0.00231239409185946,0,0.00231239409185946,0.0,0.040091555750031,1020,317,False,False
train_00115,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00115.jpg,1,3,0.9999504089355469,1,4.9591064453125e-05,0.5625,0.0014958683505827,1255,663,False,False
train_00116,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00116.jpg,0,4,0.3401035666465759,0,0.3401035666465759,0.0,2.345427430518741e-06,438,1242,False,False
train_00117,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00117.jpg,1,0,0.8457369804382324,1,0.15426301956176758,0.0,0.0004530949488852,537,840,False,False
train_00118,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00118.jpg,0,1,0.004075328819453716,0,0.004075328819453716,0.0,2.7685546577551534e-06,962,1234,False,False
train_00119,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00119.jpg,1,1,0.3253505825996399,0,0.6746494174003601,0.0,0.9069089745034806,309,28,False,True
train_00120,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00120.jpg,0,3,0.0014071379555389285,0,0.0014071379555389285,0.0,0.0004614820639669,1061,839,False,False
train_00121,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00121.jpg,1,3,0.00012327227159403265,0,0.999876727728406,0.0,0.0440606553772364,25,244,True,False
train_00122,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00122.jpg,0,2,1.1158579127368284e-06,0,1.1158579127368284e-06,0.0,0.0451625754541077,1336,236,False,False
train_00123,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00123.jpg,0,1,0.09505905956029892,0,0.09505905956029892,0.0,0.5800024343975394,599,52,False,True
train_00124,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00124.jpg,0,2,0.006607656367123127,0,0.006607656367123127,1.0,8.426800170037119e-07,904,1267,False,False
train_00125,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00125.jpg,1,4,7.145532435970381e-05,0,0.9999285446756403,0.0,0.0123713141025601,18,422,True,False
train_00126,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00126.jpg,0,4,0.9956347346305847,1,0.9956347346305847,1.0,0.2812349815490431,77,75,True,True
train_00127,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00127.jpg,1,1,0.9814289808273315,1,0.018571019172668457,0.0,0.0032493919522524,795,553,False,False
train_00128,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00128.jpg,0,0,0.01969146355986595,0,0.01969146355986595,0.0,5.513922268536111e-07,786,1276,False,False
train_00129,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00129.jpg,0,0,2.3631026124348864e-05,0,2.3631026124348864e-05,0.0,9.078805551878212e-06,1282,1185,False,False
train_00130,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00130.jpg,0,3,0.06963782757520676,0,0.06963782757520676,0.0,0.0053755870714789,635,502,False,False
train_00131,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00131.jpg,0,3,0.0005753907025791705,0,0.0005753907025791705,0.0,0.0005858582971511,1141,809,False,False
train_00132,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00132.jpg,0,2,0.9949295520782471,1,0.9949295520782471,0.0,0.988491112719597,84,9,True,True
