id,path,label,pred_label,pred_clean,pred_dusty,confidence,embedding_row,nearest_id,nearest_cos_sim,resnet18_dup_score,phash_dup_score,phash_nearest_id,nearest_phash_dist,dup_score,dup_source,effective_nearest_id,nearest_label,label_conflict,mean_cos,centroid_cos,density_rank,centroid_rank,ood_score_raw,ood_score,disagreement,mislabel_score
train_00010,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00010.jpg,0,1,0.4501979947090149,0.5498020648956299,0.09960412979125977,10,train_00136,0.77862394,0.0,0.0,train_00059,18.0,0.0,none,train_00136,1,False,0.7683288,0.81951547,0.246705710102489,0.9224011713030746,0.4830161054172767,0.4830161054172767,0.5498020648956299,0.028311359597797466
train_00011,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00011.jpg,0,0,1.0,8.266272999435387e-09,1.0,11,train_00798,0.99432856,0.0,0.5625,train_00798,2.0,0.5625,phash,train_00798,0,False,0.8668107,0.77236617,0.9963396778916545,0.5966325036603221,0.1635431918008785,0.1635431918008785,8.266272999435387e-09,6.914380328810302e-09
train_00012,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00012.jpg,1,0,0.5702575445175171,0.4297424256801605,0.14051514863967896,12,train_00123,0.6840776,0.0,0.0,train_01163,16.0,0.0,none,train_00123,0,False,0.6720007,0.7330342,0.005124450951683748,0.2957540263543192,0.8786237188872621,0.8786237188872621,0.5702575743198395,0.009725860506808081
train_00013,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00013.jpg,0,0,0.9998385906219482,0.00016140045772772282,0.9996771812438965,13,train_00786,0.8531394,0.0,0.0,train_00070,18.0,0.0,none,train_00786,0,False,0.7816922,0.7852484,0.3513909224011713,0.7005856515373353,0.508931185944363,0.508931185944363,0.00016140045772772282,7.923314515932041e-05
train_00014,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00014.jpg,0,0,1.0,4.1331684741408026e-08,0.9999999403953552,14,train_01230,0.9702383,0.0,0.0,train_01230,10.0,0.0,none,train_01230,0,False,0.8438975,0.76908946,0.931185944363104,0.5658857979502196,0.21493411420204978,0.21493411420204978,4.1331684741408026e-08,3.24480937589779e-08
train_00015,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00015.jpg,1,1,0.001407975098118186,0.998591959476471,0.9971839189529419,15,train_00061,0.83814967,0.0,0.0,train_00005,18.0,0.0,none,train_00061,1,False,0.81793165,0.7615767,0.7247437774524158,0.5014641288433382,0.36456808199121515,0.36456808199121515,0.0014080405235290527,0.0008921943036705824
train_00016,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00016.jpg,0,0,0.9998444318771362,0.00015551483375020325,0.999688982963562,16,train_00892,0.9351657,0.0,0.0,train_00892,16.0,0.0,none,train_00892,0,False,0.80835927,0.7973411,0.6295754026354319,0.8074670571010248,0.299267935578331,0.299267935578331,0.00015551483375020325,0.00010894033765975374
train_00017,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00017.jpg,0,0,0.9993333220481873,0.0006666756235063076,0.9986666440963745,17,train_00389,0.80235803,0.0,0.0,train_00827,20.0,0.0,none,train_00389,1,False,0.7852639,0.80226934,0.390190336749634,0.8382137628111274,0.4306002928257686,0.4306002928257686,0.0006666756235063076,0.00037909875636382316
train_00018,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00018.jpg,1,1,0.004384192638099194,0.9956158399581909,0.9912316799163818,18,train_00751,0.8137966,0.0,0.0,train_00349,18.0,0.0,none,train_00751,1,False,0.80103695,0.7445513,0.5541727672035139,0.36676427525622257,0.5207906295754026,0.5207906295754026,0.004384160041809082,0.0020825089417343097
train_00019,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00019.jpg,0,0,0.9999974966049194,2.537860154916416e-06,0.9999949336051941,19,train_01095,0.81677514,0.0,0.0,train_00412,16.0,0.0,none,train_01095,0,False,0.808458,0.771387,0.6310395314787701,0.5871156661786238,0.38653001464128844,0.38653001464128844,2.537860154916416e-06,1.556893144203729e-06
train_00020,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00020.jpg,1,1,0.013073762878775597,0.9869263172149658,0.9738526344299316,20,train_01268,0.7025058,0.0,0.0,train_01087,18.0,0.0,none,train_01268,1,False,0.66571,0.6340413,0.0029282576866764276,0.03074670571010249,0.9859443631039532,0.9859443631039532,0.01307368278503418,0.0001789541259887334
train_00021,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00021.jpg,0,0,0.9997312426567078,0.0002687335654627532,0.9994625449180603,21,train_00801,0.83490217,0.0,0.0,train_00592,20.0,0.0,none,train_00801,0,False,0.8152307,0.8055,0.7042459736456809,0.8579795021961932,0.2342606149341142,0.2342606149341142,0.0002687335654627532,0.00020566927772434378
train_00022,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00022.jpg,0,0,0.9985812902450562,0.0014187111519277096,0.9971625804901123,22,train_01137,0.94087696,0.0,0.0,train_00498,14.0,0.0,none,train_01137,0,False,0.8009901,0.8037743,0.5534407027818448,0.8513909224011713,0.32737920937042464,0.32737920937042464,0.0014187111519277096,0.0009515469960178303
train_00023,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00023.jpg,0,1,0.06289124488830566,0.9371087551116943,0.8742175102233887,23,train_00018,0.8056236,0.0,0.0,train_00084,18.0,0.0,none,train_00018,1,False,0.76529104,0.7277003,0.22547584187408493,0.2657393850658858,0.7584187408491947,0.7584187408491947,0.9371087551116943,0.19791227766599853
train_00024,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00024.jpg,1,1,0.0003598121111281216,0.9996402263641357,0.9992804527282715,24,train_01082,0.8612715,0.0,0.0,train_01022,18.0,0.0,none,train_01082,1,False,0.8422543,0.7109479,0.9209370424597365,0.18448023426061494,0.3736456808199121,0.3736456808199121,0.0003597736358642578,0.00022518362381616282
train_00025,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00025.jpg,1,1,0.0033650435507297516,0.9966350197792053,0.9932700395584106,25,train_00299,0.7853024,0.0,0.0,train_01346,14.0,0.0,none,train_00299,1,False,0.7690192,0.7323488,0.25329428989751096,0.2935578330893119,0.7306002928257687,0.7306002928257687,0.0033649802207946777,0.000900423810852193
train_00026,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00026.jpg,1,0,0.8260707259178162,0.17392925918102264,0.6521414518356323,26,train_01329,0.8246042,0.0,0.0,train_00071,18.0,0.0,none,train_01329,0,False,0.76673543,0.79006207,0.232796486090776,0.7430453879941434,0.563103953147877,0.563103953147877,0.8260707408189774,0.23536244175023233
train_00027,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00027.jpg,0,0,0.9996312856674194,0.0003686748677864671,0.9992626309394836,27,train_00502,0.99076486,0.0,1.0,train_00502,0.0,1.0,phash,train_00502,0,False,0.8318942,0.7543305,0.8572474377745242,0.4472913616398243,0.3067349926793558,0.3067349926793558,0.0003686748677864671,0.00025540092121029
train_00028,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00028.jpg,0,0,0.9994080066680908,0.0005919458344578743,0.9988161325454712,28,train_00580,0.9428847,0.0,1.0,train_00580,0.0,1.0,phash,train_00580,0,False,0.77961385,0.7742119,0.33601756954612005,0.6090775988286969,0.5547584187408492,0.5547584187408492,0.0005919458344578743,0.00026324688055049506
train_00029,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00029.jpg,1,1,0.05819893628358841,0.9418010711669922,0.8836021423339844,29,train_00205,0.8011671,0.0,0.0,train_01035,18.0,0.0,none,train_00205,1,False,0.7545656,0.7709947,0.16398243045387995,0.5834553440702782,0.6682284040995607,0.6682284040995607,0.05819892883300781,0.017061254189977896
train_00030,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00030.jpg,0,0,0.9961088299751282,0.0038911355659365654,0.9922177195549011,30,train_01355,0.7992461,0.0,0.0,train_00126,14.0,0.0,none,train_01355,0,False,0.78627574,0.8122799,0.4033674963396779,0.8887262079062958,0.40248901903367496,0.40248901903367496,0.0038911355659365654,0.002306902456387249
train_00031,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00031.jpg,1,1,0.006169246044009924,0.9938307404518127,0.9876614809036255,31,train_00611,0.81122047,0.0,0.0,train_00243,18.0,0.0,none,train_00611,1,False,0.8045452,0.7556608,0.5863836017569546,0.4612005856515373,0.46368960468521236,0.46368960468521236,0.006169259548187256,0.003267814333607621
train_00032,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00032.jpg,0,0,0.9999991655349731,8.014607146833441e-07,0.9999983906745911,32,train_00095,0.8410477,0.0,0.0,train_00709,18.0,0.0,none,train_00095,0,False,0.8118663,0.7602908,0.6720351390922401,0.49414348462664714,0.39912152269399703,0.39912152269399703,8.014607146833441e-07,4.815797188397835e-07
train_00033,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00033.jpg,0,0,0.9997548460960388,0.0002451594627927989,0.9995096921920776,33,train_00035,0.83577865,0.0,0.0,train_00050,16.0,0.0,none,train_00035,0,False,0.8165518,0.80928844,0.7137628111273792,0.8726207906295754,0.2226939970717423,0.2226939970717423,0.0002451594627927989,0.00019047048712459374
train_00034,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00034.jpg,1,1,0.0003634094900917262,0.9996365308761597,0.9992730617523193,34,train_00442,0.87311995,0.0,0.0,train_00701,18.0,0.0,none,train_00442,1,False,0.84824055,0.72856975,0.9546120058565154,0.27159590043923865,0.3185944363103953,0.3185944363103953,0.00036346912384033203,0.0002474898425032812
train_00035,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00035.jpg,0,0,0.9999960660934448,3.927775196643779e-06,0.9999921321868896,35,train_01285,0.85284597,0.0,0.0,train_00199,20.0,0.0,none,train_01285,0,False,0.83517015,0.7955783,0.8799414348462665,0.7972181551976574,0.15314787701317711,0.15314787701317711,3.927775196643779e-06,3.3262185936206084e-06
train_00036,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00036.jpg,0,0,0.7466794848442078,0.25332048535346985,0.4933590292930603,36,train_00964,0.73553133,0.0,0.0,train_00538,14.0,0.0,none,train_00964,0,False,0.7290591,0.7983042,0.05929721815519766,0.8155197657393851,0.6382137628111273,0.6382137628111273,0.25332048535346985,0.04521530181130601
train_00037,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00037.jpg,0,0,0.936421811580658,0.06357814371585846,0.8728437423706055,37,train_00779,0.7872351,0.0,0.0,train_00110,20.0,0.0,none,train_00779,0,False,0.7683877,0.75027835,0.24816983894582723,0.41142020497803805,0.6865300146412885,0.6865300146412885,0.06357814371585846,0.017395635938198498
train_00038,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00038.jpg,0,0,0.9999935626983643,6.43856492388295e-06,0.9999871253967285,38,train_01078,0.86205757,0.0,0.0,train_00381,18.0,0.0,none,train_01078,0,False,0.8385804,0.73520637,0.9019033674963397,0.308199121522694,0.3355783308931186,0.3355783308931186,6.43856492388295e-06,4.277866976830067e-06
train_00039,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00039.jpg,0,0,0.9996731281280518,0.00032684244797565043,0.9993463158607483,39,train_00002,0.92343783,0.0,0.0,train_00411,18.0,0.0,none,train_00002,0,False,0.81715643,0.7487015,0.7166910688140556,0.40043923865300146,0.40980966325036605,0.40980966325036605,0.00032684244797565043,0.00019277315925172631
train_00040,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00040.jpg,0,1,0.1385943740606308,0.861405611038208,0.722811222076416,40,train_00418,0.8109648,0.0,0.0,train_00314,20.0,0.0,none,train_00418,0,False,0.7687911,0.7773968,0.25036603221083453,0.6427525622254758,0.592679355783309,0.592679355783309,0.861405611038208,0.2536115363406883
train_00041,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00041.jpg,0,0,1.0,1.9513175797403193e-11,1.0,41,train_00680,0.8847138,0.0,0.0,train_00161,18.0,0.0,none,train_00680,0,False,0.8621813,0.7506981,0.9926793557833089,0.4150805270863836,0.2383601756954612,0.2383601756954612,1.9513175797403193e-11,1.4862011785957745e-11
train_00042,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00042.jpg,0,0,0.9555245041847229,0.04447544366121292,0.9110491275787354,42,train_01118,0.9954313,0.0,1.0,train_01118,0.0,1.0,phash,train_01118,1,True,0.78627396,0.7561083,0.40263543191800877,0.46486090775988287,0.5724743777452416,0.5724743777452416,0.04447544366121292,0.017323044993700975
train_00043,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00043.jpg,0,0,0.9983407258987427,0.0016592376632615924,0.9966815114021301,43,train_00006,0.80773365,0.0,0.0,train_00097,18.0,0.0,none,train_00006,1,False,0.78164357,0.8403255,0.3484626647144949,0.9846266471449487,0.39707174231332354,0.39707174231332354,0.0016592376632615924,0.000997081453179357
train_00044,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00044.jpg,1,1,0.0007275669486261904,0.9992724061012268,0.9985448122024536,44,train_00310,0.8483975,0.0,0.0,train_00248,18.0,0.0,none,train_00310,1,False,0.8358862,0.7521078,0.8865300146412884,0.42825768667642755,0.29677891654465594,0.29677891654465594,0.0007275938987731934,0.0005109148093393341
train_00045,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00045.jpg,1,1,0.008151712827384472,0.9918482303619385,0.983696460723877,45,train_00520,0.8065304,0.0,0.0,train_00690,18.0,0.0,none,train_00520,1,False,0.7956887,0.7748269,0.49194729136163984,0.6156661786237189,0.4585651537335286,0.4585651537335286,0.008151769638061523,0.004341693989755121
train_00046,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00046.jpg,1,1,0.012500232085585594,0.9874997735023499,0.9749995470046997,46,train_00391,0.9607291,0.0,0.0,train_00391,10.0,0.0,none,train_00391,1,False,0.7998459,0.7269571,0.5395314787701317,0.25988286969253294,0.5723279648609078,0.5723279648609078,0.012500226497650146,0.005212344951589249
train_00047,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00047.jpg,0,0,1.0,1.2781259384198052e-09,1.0,47,train_01095,0.98018324,0.0,0.0,train_01095,14.0,0.0,none,train_01095,0,False,0.8566977,0.7391304,0.9846266471449487,0.3308931185944363,0.27686676427525625,0.27686676427525625,1.2781259384198052e-09,9.242553455132383e-10
train_00048,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00048.jpg,0,1,0.40047159790992737,0.599528431892395,0.19905686378479004,48,train_01135,0.9978269,0.11397735706710765,1.0,train_01135,0.0,1.0,phash,train_01135,1,True,0.73834723,0.6948464,0.08345534407027819,0.1281112737920937,0.8986822840409956,0.8986822840409956,0.599528431892395,0.012091281491420318
train_00049,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00049.jpg,0,0,0.9977989792823792,0.0022010093089193106,0.9955979585647583,49,train_00575,0.80916554,0.0,0.0,train_01322,16.0,0.0,none,train_00575,0,False,0.7887414,0.8215175,0.42313323572474376,0.9341142020497804,0.3724743777452415,0.3724743777452415,0.0022010093089193106,0.0013751096817195638
train_00050,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00050.jpg,0,0,0.9987170696258545,0.001282976707443595,0.9974340200424194,50,train_00645,0.8058875,0.0,0.0,train_00033,16.0,0.0,none,train_00645,0,False,0.80228007,0.8197408,0.568814055636896,0.9238653001464129,0.2891654465592972,0.2891654465592972,0.001282976707443595,0.00090964404179604
train_00051,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00051.jpg,0,0,0.7735680341720581,0.2264319807291031,0.5471360683441162,51,train_01009,0.72586167,0.0,0.0,train_00242,18.0,0.0,none,train_01009,1,False,0.7052515,0.770275,0.020497803806734993,0.5746705710102489,0.7578330893118594,0.7578330893118594,0.2264319807291031,0.03000184150695403
train_00052,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00052.jpg,1,1,0.0005155098624527454,0.9994844198226929,0.9989688396453857,52,train_00744,0.8441404,0.0,0.0,train_01116,14.0,0.0,none,train_00744,1,False,0.8147913,0.7092796,0.698389458272328,0.17496339677891654,0.5109809663250366,0.5109809663250366,0.0005155801773071289,0.0002518685351545154
train_00053,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00053.jpg,1,1,0.003977126907557249,0.9960228204727173,0.9920456409454346,53,train_00713,0.9234784,0.0,0.0,train_00106,18.0,0.0,none,train_00713,1,False,0.8229438,0.7474035,0.7818448023426061,0.3923865300146413,0.37393850658857986,0.37393850658857986,0.003977179527282715,0.0024701529268613878
train_00054,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00054.jpg,0,0,0.9988811612129211,0.0011188116623088717,0.9977623820304871,54,train_00534,0.8174358,0.0,0.0,train_00012,18.0,0.0,none,train_00534,0,False,0.8086665,0.8192188,0.6346998535871157,0.9209370424597365,0.25080527086383597,0.25080527086383597,0.0011188116623088717,0.0008363322114617441
train_00055,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00055.jpg,0,0,0.9998698234558105,0.00013021807535551488,0.9997395873069763,55,train_01065,0.94434667,0.0,0.0,train_00106,20.0,0.0,none,train_01065,0,False,0.8139736,0.7352675,0.6910688140556369,0.3096632503660322,0.46149341142020495,0.46149341142020495,0.00013021807535551488,7.010503053593369e-05
train_00056,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00056.jpg,1,1,0.0002715473237913102,0.9997283816337585,0.9994567632675171,56,train_00577,0.8445056,0.0,0.0,train_00273,20.0,0.0,none,train_00577,1,False,0.8258468,0.72464013,0.8118594436310396,0.2445095168374817,0.41508052708638354,0.41508052708638354,0.0002716183662414551,0.00015878856494947944
train_00057,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00057.jpg,0,0,0.9705399870872498,0.029459966346621513,0.9410800933837891,57,train_00822,0.81059706,0.0,0.0,train_01003,20.0,0.0,none,train_00822,0,False,0.7914952,0.86338675,0.4458272327964861,0.9992679355783309,0.33279648609077594,0.33279648609077594,0.029459966346621513,0.018497675574190395
train_00058,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00058.jpg,1,1,0.03168237954378128,0.9683176279067993,0.9366352558135986,58,train_00322,0.89430237,0.0,0.0,train_00012,18.0,0.0,none,train_00322,1,False,0.71396816,0.645347,0.0314787701317716,0.038799414348462666,0.9655929721815519,0.9655929721815519,0.031682372093200684,0.0010210225874406618
train_00059,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00059.jpg,0,0,0.9990457892417908,0.0009542006300762296,0.9980915784835815,59,train_00233,0.93696445,0.0,0.0,train_00010,18.0,0.0,none,train_00233,0,False,0.79426354,0.7815858,0.47144948755490484,0.6734992679355783,0.44773060029282574,0.44773060029282574,0.0009542006300762296,0.0005259701171995501
train_00060,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00060.jpg,0,0,0.9998776912689209,0.00012225440877955407,0.9997555017471313,60,train_00288,0.9997163,0.8345290966996153,1.0,train_00288,0.0,1.0,phash,train_00288,0,False,0.81386393,0.7545058,0.6881405563689604,0.4494875549048316,0.4073206442166911,0.4073206442166911,0.00012225440877955407,7.243994846482248e-05
train_00061,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00061.jpg,1,1,0.00012253767636138946,0.9998774528503418,0.9997549057006836,61,train_01085,0.8450041,0.0,0.0,train_00063,18.0,0.0,none,train_01085,1,False,0.8222294,0.7013872,0.7715959004392386,0.1478770131771596,0.477891654465593,0.477891654465593,0.00012254714965820312,6.396720771651735e-05
train_00062,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00062.jpg,0,0,0.9999998807907104,1.3797067310861166e-07,0.9999997019767761,62,train_00999,0.9906907,0.0,0.0625,train_00999,6.0,0.0625,phash,train_00999,0,False,0.8334686,0.7437347,0.8682284040995608,0.3601756954612006,0.33499267935578325,0.33499267935578325,1.3797067310861166e-07,9.175148030735683e-08
train_00063,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00063.jpg,0,0,0.999790608882904,0.00020939896057825536,0.9995812177658081,63,train_00131,0.8234764,0.0,0.0,train_00061,18.0,0.0,none,train_00131,0,False,0.79261667,0.75594467,0.45534407027818447,0.4633967789165447,0.5414348462664715,0.5414348462664715,0.00020939896057825536,9.59828537948653e-05
train_00064,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00064.jpg,0,0,0.9945430755615234,0.005456896033138037,0.9890862107276917,64,train_00122,0.9275914,0.0,0.0,train_00122,18.0,0.0,none,train_00122,0,False,0.79707354,0.8172835,0.5102489019033675,0.9128843338213762,0.32869692532942896,0.32869692532942896,0.005456896033138037,0.003623251353083529
train_00065,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00065.jpg,0,0,0.9998899698257446,0.0001099932414945215,0.999779999256134,65,train_00793,0.8461953,0.0,0.0,train_00367,18.0,0.0,none,train_00793,0,False,0.8252842,0.8026147,0.8074670571010248,0.8411420204978038,0.17906295754026358,0.17906295754026358,0.0001099932414945215,9.02776608401029e-05
train_00066,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00066.jpg,0,0,0.9972122311592102,0.002787770004943013,0.9944244623184204,66,train_00712,0.7944629,0.0,0.0,train_00009,18.0,0.0,none,train_00712,0,False,0.76708674,0.8120074,0.23645680819912152,0.8879941434846267,0.5029282576866765,0.5029282576866765,0.002787770004943013,0.0013779955500074104
train_00067,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00067.jpg,0,0,0.9981063604354858,0.0018935843836516142,0.9962128400802612,67,train_00038,0.832451,0.0,0.0,train_00944,18.0,0.0,none,train_00038,0,False,0.7911345,0.7550478,0.43923865300146414,0.45534407027818447,0.5543191800878478,0.5543191800878478,0.0018935843836516142,0.0008407381267475053
