id,path,label,pred_label,pred_clean,pred_dusty,confidence,embedding_row,nearest_id,nearest_cos_sim,resnet18_dup_score,phash_dup_score,phash_nearest_id,nearest_phash_dist,dup_score,dup_source,effective_nearest_id,nearest_label,label_conflict,mean_cos,centroid_cos,density_rank,centroid_rank,ood_score_raw,ood_score,disagreement,mislabel_score,ood_score_v1,ood_score_raw_v1,mislabel_score_v1,raw_model_disagreement_v1,mean_knn1_cos,mean_knn5_cos,mean_knn10_cos,mean_knn20_cos,embedding_knn1_id,embedding_knn1_cos,embedding_knn1_label,ood_raw_rank_knn5,ood_raw_rank_knn10,ood_raw_rank_knn20,ood_score_v2_raw,ood_score_v2_q90_q99,ood_score_v2_q95_q995,ood_score_v2,knn1_label_disagreement,knn5_label_disagreement,knn10_label_disagreement,knn20_label_disagreement,raw_model_disagreement,model_signal_v2,knn_signal_v2,inlier_weight_v2,mislabel_score_v2_add,mislabel_score_v2_mul
train_00010,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00010.jpg,0,1,0.4501979947090149,0.5498020648956299,0.0996041297912597,10,train_00136,0.77862394,0.0,0.0,train_00059,18.0,0.0,none,train_00136,1,False,0.7683288,0.81951547,0.246705710102489,0.9224011713030746,0.4830161054172767,0.4830161054172767,0.5498020648956299,0.0283113595977974,0.4830161054172767,0.4830161054172767,0.0283113595977974,0.5498020648956299,0.7786238,0.77333015,0.7683288,0.76206374,train_00136,0.7786238,1,0.8096632503660323,0.7540263543191801,0.6932650073206442,0.7540263543191801,0.0,0.0,0.0,1.0,0.4,0.7,0.8,0.5498020648956299,0.3022823105634984,0.7,1.0,0.461369386338099,0.4599974102040672
train_00011,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00011.jpg,0,0,1.0,8.266272999435387e-09,1.0,11,train_00798,0.99432856,0.0,0.5625,train_00798,2.0,0.5625,phash,train_00798,0,False,0.8668107,0.77236617,0.9963396778916545,0.5966325036603221,0.1635431918008785,0.1635431918008785,8.266272999435387e-09,6.914380328810302e-09,0.1635431918008785,0.1635431918008785,6.914380328810302e-09,8.266272999435387e-09,0.9943288,0.8837689,0.8668108,0.85298574,train_00798,0.9943288,0,0.02342606149341142,0.004392386530014641,0.004392386530014641,0.004392386530014641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.266272999435387e-09,8.266272999435387e-09,0.0,1.0,4.959763799661232e-09,0.0
train_00012,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00012.jpg,1,0,0.5702575445175171,0.4297424256801605,0.1405151486396789,12,train_00123,0.6840776,0.0,0.0,train_01163,16.0,0.0,none,train_00123,0,False,0.6720007,0.7330342,0.0051244509516837,0.2957540263543192,0.8786237188872621,0.8786237188872621,0.5702575743198395,0.009725860506808,0.8786237188872621,0.8786237188872621,0.009725860506808,0.5702575743198395,0.68407774,0.6769623,0.67200077,0.6645199,train_00123,0.68407774,0,0.9970717423133236,0.9956076134699854,0.9875549048316252,0.9956076134699854,1.0,1.0,1.0,1.0,0.6,0.4,0.35,0.5702575445175171,0.32519368407414717,0.4,0.0,0.0,0.0
train_00013,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00013.jpg,0,0,0.9998385906219482,0.0001614004577277,0.9996771812438964,13,train_00786,0.8531394,0.0,0.0,train_00070,18.0,0.0,none,train_00786,0,False,0.7816922,0.7852484,0.3513909224011713,0.7005856515373353,0.508931185944363,0.508931185944363,0.0001614004577277,7.923314515932041e-05,0.508931185944363,0.508931185944363,7.923314515932041e-05,0.0001614004577277,0.8531392,0.79397464,0.7816922,0.77050906,train_00786,0.8531392,0,0.6617862371888726,0.6493411420204978,0.6295754026354319,0.6493411420204978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001614004577277,0.0001613744061802009,0.0,1.0,9.682464370812053e-05,0.0
train_00014,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00014.jpg,0,0,1.0,4.1331684741408026e-08,0.9999999403953552,14,train_01230,0.9702383,0.0,0.0,train_01230,10.0,0.0,none,train_01230,0,False,0.8438975,0.76908946,0.931185944363104,0.5658857979502196,0.2149341142020497,0.2149341142020497,4.1331684741408026e-08,3.24480937589779e-08,0.2149341142020497,0.2149341142020497,3.24480937589779e-08,4.1331684741408026e-08,0.97023845,0.8601347,0.84389764,0.83089685,train_01230,0.97023845,0,0.09077598828696926,0.06954612005856516,0.04904831625183016,0.06954612005856516,0.0,0.0,0.0,0.0,0.0,0.0,0.05,4.1331684741408026e-08,4.133168350962783e-08,0.0,1.0,2.47990101057767e-08,0.0
train_00015,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00015.jpg,1,1,0.0014079750981181,0.998591959476471,0.997183918952942,15,train_00061,0.83814967,0.0,0.0,train_00005,18.0,0.0,none,train_00061,1,False,0.81793165,0.7615767,0.7247437774524158,0.5014641288433382,0.3645680819912151,0.3645680819912151,0.001408040523529,0.0008921943036705,0.3645680819912151,0.3645680819912151,0.0008921943036705,0.001408040523529,0.8381496,0.828804,0.81793153,0.80848664,train_00061,0.8381496,1,0.32650073206442165,0.2759882869692533,0.22620790629575402,0.2759882869692533,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0014079750981181,0.00140599261212383,0.0,1.0,0.0008435955672742979,0.0
train_00016,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00016.jpg,0,0,0.9998444318771362,0.0001555148337502,0.999688982963562,16,train_00892,0.9351657,0.0,0.0,train_00892,16.0,0.0,none,train_00892,0,False,0.80835927,0.7973411,0.6295754026354319,0.8074670571010248,0.299267935578331,0.299267935578331,0.0001555148337502,0.0001089403376597,0.299267935578331,0.299267935578331,0.0001089403376597,0.0001555148337502,0.93516594,0.8355427,0.80835927,0.78620356,train_00892,0.93516594,0,0.2613469985358712,0.3711566617862372,0.4677891654465593,0.3711566617862372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001555148337502,0.00015549064986884243,0.0,1.0,9.329438992130545e-05,0.0
train_00017,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00017.jpg,0,0,0.9993333220481871,0.0006666756235063,0.9986666440963744,17,train_00389,0.80235803,0.0,0.0,train_00827,20.0,0.0,none,train_00389,1,False,0.7852639,0.80226934,0.390190336749634,0.8382137628111274,0.4306002928257686,0.4306002928257686,0.0006666756235063,0.0003790987563638,0.4306002928257686,0.4306002928257686,0.0003790987563638,0.0006666756235063,0.8023579,0.78946686,0.7852639,0.77722216,train_00389,0.8023579,1,0.6954612005856515,0.6105417276720352,0.5636896046852123,0.6105417276720352,0.0,0.0,0.0,1.0,0.4,0.2,0.1,0.0006666756235063,0.0006662311655670973,0.2,1.0,0.08039973869934028,0.01154323321749238
train_00018,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00018.jpg,1,1,0.0043841926380991,0.9956158399581908,0.9912316799163818,18,train_00751,0.8137966,0.0,0.0,train_00349,18.0,0.0,none,train_00751,1,False,0.80103695,0.7445513,0.5541727672035139,0.3667642752562225,0.5207906295754026,0.5207906295754026,0.004384160041809,0.0020825089417343,0.5207906295754026,0.5207906295754026,0.0020825089417343,0.004384160041809,0.8137966,0.8059683,0.80103695,0.79477173,train_00751,0.8137966,1,0.5636896046852123,0.4465592972181552,0.3594436310395315,0.4465592972181552,0.0,0.0,0.0,0.0,0.2,0.1,0.05,0.0043841926380991,0.004364971635919552,0.1,1.0,0.04261898298155174,0.020892514534922673
train_00019,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00019.jpg,0,0,0.9999974966049194,2.537860154916416e-06,0.999994933605194,19,train_01095,0.81677514,0.0,0.0,train_00412,16.0,0.0,none,train_01095,0,False,0.808458,0.771387,0.6310395314787701,0.5871156661786238,0.3865300146412884,0.3865300146412884,2.537860154916416e-06,1.556893144203729e-06,0.3865300146412884,0.3865300146412884,1.556893144203729e-06,2.537860154916416e-06,0.8167751,0.8132675,0.80845803,0.8020557,train_01095,0.8167751,0,0.48243045387994143,0.369692532942899,0.2862371888726208,0.369692532942899,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.537860154916416e-06,2.5378537260156624e-06,0.0,1.0,1.5227122356093975e-06,0.0
train_00020,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00020.jpg,1,1,0.0130737628787755,0.9869263172149658,0.9738526344299316,20,train_01268,0.7025058,0.0,0.0,train_01087,18.0,0.0,none,train_01268,1,False,0.66571,0.6340413,0.0029282576866764,0.0307467057101024,0.9859443631039532,0.9859443631039532,0.0130736827850341,0.0001789541259887,0.9859443631039532,0.9859443631039532,0.0001789541259887,0.0130736827850341,0.7025057,0.67481303,0.66570985,0.6569128,train_01268,0.7025057,1,0.9985358711566618,0.9978038067349927,0.9912152269399708,0.9978038067349927,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0130737628787755,0.012902840650091634,0.0,0.0,0.0,0.0
train_00021,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00021.jpg,0,0,0.9997312426567078,0.0002687335654627,0.9994625449180604,21,train_00801,0.83490217,0.0,0.0,train_00592,20.0,0.0,none,train_00801,0,False,0.8152307,0.8055,0.7042459736456809,0.8579795021961932,0.2342606149341142,0.2342606149341142,0.0002687335654627,0.0002056692777243,0.2342606149341142,0.2342606149341142,0.0002056692777243,0.0002687335654627,0.83490217,0.8240121,0.8152307,0.8050453,train_00801,0.83490217,0,0.3733528550512445,0.2964860907759883,0.25768667642752563,0.2964860907759883,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0002687335654627,0.00026866134935247713,0.1,1.0,0.04016119680961149,0.0051832552450412584
train_00022,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00022.jpg,0,0,0.9985812902450562,0.0014187111519277,0.9971625804901124,22,train_01137,0.94087696,0.0,0.0,train_00498,14.0,0.0,none,train_01137,0,False,0.8009901,0.8037743,0.5534407027818448,0.8513909224011713,0.3273792093704246,0.3273792093704246,0.0014187111519277,0.0009515469960178,0.3273792093704246,0.3273792093704246,0.0009515469960178,0.0014187111519277,0.94087696,0.8207978,0.8009902,0.78600234,train_01137,0.94087696,0,0.404099560761347,0.4472913616398243,0.4699853587115666,0.4472913616398243,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0014187111519277,0.0014166984125770126,0.0,1.0,0.0008500190475462076,0.0
train_00023,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00023.jpg,0,1,0.0628912448883056,0.9371087551116944,0.8742175102233887,23,train_00018,0.8056236,0.0,0.0,train_00084,18.0,0.0,none,train_00018,1,False,0.76529104,0.7277003,0.2254758418740849,0.2657393850658858,0.7584187408491947,0.7584187408491947,0.9371087551116944,0.1979122776659985,0.7584187408491947,0.7584187408491947,0.1979122776659985,0.9371087551116944,0.80562365,0.7804387,0.76529104,0.751505,train_00018,0.80562365,1,0.7635431918008785,0.7752562225475842,0.7730600292825769,0.7752562225475842,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9371087551116944,0.8781728189069896,1.0,1.0,0.9269036913441938,0.9371087551116944
train_00024,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00024.jpg,1,1,0.0003598121111281,0.9996402263641356,0.9992804527282716,24,train_01082,0.8612715,0.0,0.0,train_01022,18.0,0.0,none,train_01082,1,False,0.8422543,0.7109479,0.9209370424597364,0.1844802342606149,0.3736456808199121,0.3736456808199121,0.0003597736358642,0.0002251836238161,0.3736456808199121,0.3736456808199121,0.0002251836238161,0.0003597736358642,0.8612714,0.8484972,0.84225416,0.8292192,train_01082,0.8612714,1,0.15739385065885797,0.07979502196193265,0.05490483162518302,0.07979502196193265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003598121111281,0.0003596826602166514,0.0,1.0,0.00021580959612999085,0.0
train_00025,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00025.jpg,1,1,0.0033650435507297,0.9966350197792052,0.9932700395584106,25,train_00299,0.7853024,0.0,0.0,train_01346,14.0,0.0,none,train_00299,1,False,0.7690192,0.7323488,0.2532942898975109,0.2935578330893119,0.7306002928257687,0.7306002928257687,0.0033649802207946,0.0009004238108521,0.7306002928257687,0.7306002928257687,0.0009004238108521,0.0033649802207946,0.78530234,0.7760097,0.76901907,0.76221067,train_00299,0.78530234,1,0.794289897510981,0.7474377745241582,0.6910688140556369,0.7474377745241582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033650435507297,0.0033537202457393817,0.0,1.0,0.002012232147443629,0.0
train_00026,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00026.jpg,1,0,0.8260707259178162,0.1739292591810226,0.6521414518356323,26,train_01329,0.8246042,0.0,0.0,train_00071,18.0,0.0,none,train_01329,0,False,0.76673543,0.79006207,0.232796486090776,0.7430453879941434,0.563103953147877,0.563103953147877,0.8260707408189774,0.2353624417502323,0.563103953147877,0.563103953147877,0.2353624417502323,0.8260707408189774,0.8246042,0.7911843,0.7667353,0.746397,train_01329,0.8246042,0,0.6808199121522694,0.7679355783308931,0.808199121522694,0.7679355783308931,0.0,0.0,0.0,1.0,1.0,0.8,0.65,0.8260707259178162,0.6823928442183878,0.8,1.0,0.7294357065310326,0.7388601189499338
train_00027,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00027.jpg,0,0,0.9996312856674194,0.0003686748677864,0.9992626309394836,27,train_00502,0.99076486,0.0,1.0,train_00502,0.0,1.0,phash,train_00502,0,False,0.8318942,0.7543305,0.8572474377745242,0.4472913616398243,0.3067349926793558,0.3067349926793558,0.0003686748677864,0.0002554009212102,0.3067349926793558,0.3067349926793558,0.0002554009212102,0.0003686748677864,0.9907648,0.9014087,0.8318942,0.78998405,train_00502,0.9907648,0,0.0036603221083455345,0.14348462664714495,0.41800878477306,0.14348462664714495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003686748677864,0.00036853894306595217,0.0,1.0,0.0002211233658395713,0.0
train_00028,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00028.jpg,0,0,0.9994080066680908,0.0005919458344578,0.9988161325454712,28,train_00580,0.9428847,0.0,1.0,train_00580,0.0,1.0,phash,train_00580,0,False,0.77961385,0.7742119,0.33601756954612,0.6090775988286969,0.5547584187408492,0.5547584187408492,0.0005919458344578,0.0002632468805504,0.5547584187408492,0.5547584187408492,0.0002632468805504,0.0005919458344578,0.94288456,0.80028534,0.7796138,0.76538885,train_00580,0.94288456,0,0.6090775988286969,0.664714494875549,0.6764275256222547,0.664714494875549,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0005919458344578,0.0005915954417536707,0.1,1.0,0.04035495726505221,0.0076915241776495166
train_00029,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00029.jpg,1,1,0.0581989362835884,0.9418010711669922,0.8836021423339844,29,train_00205,0.8011671,0.0,0.0,train_01035,18.0,0.0,none,train_00205,1,False,0.7545656,0.7709947,0.1639824304538799,0.5834553440702782,0.6682284040995607,0.6682284040995607,0.0581989288330078,0.0170612541899778,0.6682284040995607,0.6682284040995607,0.0170612541899778,0.0581989288330078,0.801167,0.7785748,0.7545656,0.7342166,train_00205,0.801167,1,0.7781844802342606,0.8367496339677891,0.8718887262079063,0.8367496339677891,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0581989362835884,0.054811820532663084,0.4,1.0,0.19288709231959789,0.14807001118749616
train_00030,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00030.jpg,0,0,0.9961088299751282,0.0038911355659365,0.9922177195549012,30,train_01355,0.7992461,0.0,0.0,train_00126,14.0,0.0,none,train_01355,0,False,0.78627574,0.8122799,0.4033674963396779,0.8887262079062958,0.4024890190336749,0.4024890190336749,0.0038911355659365,0.0023069024563872,0.4024890190336749,0.4024890190336749,0.0023069024563872,0.0038911355659365,0.7992459,0.7947804,0.78627574,0.77790797,train_01355,0.7992459,0,0.6544655929721815,0.5973645680819912,0.554904831625183,0.5973645680819912,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0038911355659365,0.003875994611824492,0.1,1.0,0.0423255967670947,0.0196875458395009
train_00031,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00031.jpg,1,1,0.0061692460440099,0.9938307404518129,0.9876614809036256,31,train_00611,0.81122047,0.0,0.0,train_00243,18.0,0.0,none,train_00611,1,False,0.8045452,0.7556608,0.5863836017569546,0.4612005856515373,0.4636896046852123,0.4636896046852123,0.0061692595481872,0.0032678143336076,0.4636896046852123,0.4636896046852123,0.0032678143336076,0.0061692595481872,0.8112204,0.80886775,0.8045451,0.79619986,train_00611,0.8112204,1,0.5344070278184481,0.4143484626647145,0.34699853587115664,0.4143484626647145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061692460440099,0.006131186363947775,0.0,1.0,0.003678711818368665,0.0
train_00032,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00032.jpg,0,0,0.9999991655349731,8.014607146833441e-07,0.9999983906745912,32,train_00095,0.8410477,0.0,0.0,train_00709,18.0,0.0,none,train_00095,0,False,0.8118663,0.7602908,0.6720351390922401,0.4941434846266471,0.399121522693997,0.399121522693997,8.014607146833441e-07,4.815797188397835e-07,0.399121522693997,0.399121522693997,4.815797188397835e-07,8.014607146833441e-07,0.8410478,0.81984776,0.8118663,0.80343455,train_00095,0.8410478,0,0.4158125915080527,0.328696925329429,0.2752562225475842,0.328696925329429,0.0,0.0,0.0,0.0,0.0,0.1,0.05,8.014607146833441e-07,8.014600697777979e-07,0.1,1.0,0.040000480876041876,0.0002831007011255532
train_00033,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00033.jpg,0,0,0.9997548460960388,0.0002451594627927,0.9995096921920776,33,train_00035,0.83577865,0.0,0.0,train_00050,16.0,0.0,none,train_00035,0,False,0.8165518,0.80928844,0.7137628111273792,0.8726207906295754,0.2226939970717423,0.2226939970717423,0.0002451594627927,0.0001904704871245,0.2226939970717423,0.2226939970717423,0.0001904704871245,0.0002451594627927,0.83577853,0.8269669,0.8165518,0.8020328,train_00035,0.83577853,0,0.34260614934114203,0.2869692532942899,0.2869692532942899,0.2869692532942899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002451594627927,0.0002450993609933033,0.0,1.0,0.00014705961659598198,0.0
