id,path,label,baseline_split,fold,oof_dusty_prob,oof_pred,mislabel_score_oof,dup_score,mislabel_score_v2_add,mislabel_rank_oof,is_oof_top100,sample_weight_before_removal
train_00794,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00794.jpg,1,train,0,0.007900277152657509,0,0.9920997228473425,0.0,0.0029267680587054,69,True,1.0
train_01118,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01118.jpg,1,train,4,0.014881805516779423,0,0.9851181944832206,1.0,0.9345260682678898,85,True,0.5
train_00290,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00290.jpg,1,train,2,0.0015737497014924884,0,0.9984262502985075,0.0,0.0110196669412738,38,True,1.0
train_01223,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01223.jpg,1,train,1,0.0009971547406166792,0,0.9990028452593833,0.0,0.0,29,True,1.0
train_00653,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00653.jpg,0,train,1,0.9908333420753479,1,0.9908333420753479,0.0,0.0001853395992987,74,True,1.0
train_00509,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00509.jpg,1,train,0,4.048697064717999e-06,0,0.9999959513029353,0.0625,0.0550606975295077,2,True,0.96875
train_00853,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00853.jpg,1,train,1,0.0007743787136860192,0,0.999225621286314,0.0,0.0135041074978863,25,True,1.0
train_00395,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00395.jpg,1,train,2,0.00022521804203279316,0,0.9997747819579672,0.0,0.1351671154474843,14,True,1.0
train_00238,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00238.jpg,1,train,0,2.4102404495351948e-05,0,0.9999758975955046,0.0,0.011546295447974,4,True,1.0
train_00393,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00393.jpg,0,train,1,0.9805811643600464,1,0.9805811643600464,0.0,1.1962134738139029e-06,95,True,1.0
train_00717,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00717.jpg,1,train,1,0.012144750915467739,0,0.9878552490845323,0.0,0.0004890094686362,82,True,1.0
train_01025,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01025.jpg,0,train,1,0.9953008890151978,1,0.9953008890151978,0.0,0.0900997440517153,57,True,1.0
train_00481,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00481.jpg,1,train,1,0.0032614374067634344,0,0.9967385625932366,0.0,0.0017154425249047,52,True,1.0
train_00246,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00246.jpg,0,train,4,0.9998842477798462,1,0.9998842477798462,0.0,0.0802219232338989,12,True,1.0
train_01135,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01135.jpg,1,train,2,8.3398241258692e-05,0,0.9999166017587413,1.0,0.2675333837320417,8,True,0.5
train_00692,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00692.jpg,0,train,2,0.9976834058761597,1,0.9976834058761597,1.0,0.0,45,True,0.5
train_00417,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00417.jpg,1,train,2,0.01180655974894762,0,0.9881934402510524,0.0,0.0273073948431719,80,True,1.0
train_00801,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00801.jpg,0,train,1,0.9934915900230408,1,0.9934915900230408,0.0,6.153078393806827e-06,66,True,1.0
train_00056,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00056.jpg,1,train,0,0.0005238138837739825,0,0.999476186116226,0.0,0.0001628841399305,18,True,1.0
train_00732,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00732.jpg,1,train,0,0.00038318653241731226,0,0.9996168134675827,0.0,0.0046565378231589,15,True,1.0
train_00061,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00061.jpg,1,train,1,0.0004713311791419983,0,0.999528668820858,0.0,7.351359583100171e-05,17,True,1.0
train_00560,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00560.jpg,0,train,2,0.9802354574203491,1,0.9802354574203491,0.0,0.0001563654886669,96,True,1.0
train_00876,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00876.jpg,0,train,1,0.9945863485336304,1,0.9945863485336304,0.0,8.574546474572374e-05,61,True,1.0
train_00312,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00312.jpg,1,train,0,0.0006039206637069583,0,0.999396079336293,0.0,0.0017577895581253,19,True,1.0
train_01097,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01097.jpg,1,train,3,0.018195398151874542,0,0.9818046018481255,0.0,0.0105092778892212,93,True,1.0
train_00899,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00899.jpg,0,train,0,0.9910332560539246,1,0.9910332560539246,0.0,0.0872907455568244,72,True,1.0
train_00267,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00267.jpg,0,train,2,0.9909999966621399,1,0.9909999966621399,0.0,0.0478833562295296,73,True,1.0
train_00394,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00394.jpg,0,train,2,0.9999685287475586,1,0.9999685287475586,0.0,6.983277283921097e-05,5,True,1.0
train_00902,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00902.jpg,0,train,0,0.9936726093292236,1,0.9936726093292236,0.0,4.690637755378373e-07,65,True,1.0
train_01033,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01033.jpg,1,train,1,0.0026342561468482018,0,0.9973657438531518,0.0,0.001355767935457,49,True,1.0
train_00484,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00484.jpg,1,train,2,0.019247297197580338,0,0.9807527028024197,0.0,0.0023636358259806,94,True,1.0
train_00613,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00613.jpg,1,train,0,6.426289928640472e-06,0,0.9999935737100714,0.0,0.0146148070957722,3,True,1.0
train_01087,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01087.jpg,1,train,0,0.015224682167172432,0,0.9847753178328276,0.0,0.0006803647204858,87,True,1.0
train_00228,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00228.jpg,0,train,0,0.998167872428894,1,0.998167872428894,0.0,0.000312415122879,41,True,1.0
train_01154,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01154.jpg,0,train,2,0.9859107732772827,1,0.9859107732772827,0.25,0.3788659253158253,84,True,0.875
train_00512,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00512.jpg,1,train,0,0.010554855689406395,0,0.9894451443105936,0.0,0.0006947831945836,75,True,1.0
train_00842,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00842.jpg,1,train,1,0.007862994447350502,0,0.9921370055526495,0.0,0.0025175659198072,68,True,1.0
train_00356,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00356.jpg,1,train,1,7.41639596526511e-05,0,0.9999258360403473,0.0,0.0536368047291265,7,True,1.0
train_01144,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01144.jpg,1,train,0,0.005197108723223209,0,0.9948028912767768,0.0,0.0065655402156458,59,True,1.0
train_01241,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01241.jpg,1,train,0,1.2820253232348477e-06,0,0.9999987179746768,0.0,0.0009281991160581,1,True,1.0
train_00800,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00800.jpg,0,train,4,0.9883356094360352,1,0.9883356094360352,0.0,0.1803844859470381,79,True,1.0
train_01177,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01177.jpg,1,train,2,9.575626609148458e-05,0,0.9999042437339085,0.25,0.0541114943095655,9,True,0.875
train_01184,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01184.jpg,1,train,0,0.010569361969828606,0,0.9894306380301714,0.0,0.0029330935510435,76,True,1.0
train_00675,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00675.jpg,1,train,4,0.002346266759559512,0,0.9976537332404405,0.0,0.0004184998482549,46,True,1.0
train_01091,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_01091.jpg,1,train,0,0.004540629684925079,0,0.9954593703150749,0.0,0.0010862621557596,56,True,1.0
train_00125,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00125.jpg,1,train,4,0.02097483165562153,0,0.9790251683443785,0.0,0.0123713141025601,100,True,1.0
train_00029,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00029.jpg,1,train,1,0.0033694759476929903,0,0.996630524052307,0.0,0.1928870923195978,55,True,1.0
train_00489,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00489.jpg,0,train,0,0.997046172618866,1,0.997046172618866,1.0,0.0400456847953276,50,True,0.5
train_00951,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18A/train/train_00951.jpg,1,train,0,0.00581054762005806,0,0.9941894523799419,0.0,8.734893817898643e-06,63,True,1.0
